População Economicamente Ativa (PEA) - Total
Sigla,Código,Município,1970,1980,1991,2000,
GO,5214838,Nova Crixás,,,4115.62576206,4903.6994932,
GO,5214861,Nova Glória,,,2872.9309563,3429.80160849,
GO,5214879,Nova Iguaçu de Goiás,,,,1332.21969585,
GO,5214903,Nova Roma,877,1241,1524.86008852,1786.83340235,
GO,5215009,Nova Veneza,1475,1522,2114.58145749,3200.09623341,
GO,5215207,Novo Brasil,1554,1594,1840.24818888,1932.18612305,
GO,5215231,Novo Gama,,,,32463.3372537401,
GO,5215256,Novo Planalto,,,1663.6537529,1278.15339947,
GO,5215306,Orizona,3720,3458,4899.30275215,6101.59142757,
GO,5215405,Ouro Verde de Goiás,1542,1441,1672.90584321,1899.85993322,
GO,5215504,Ouvidor,1129,1167,1512.24019967,1922.17867487,
GO,5215603,Padre Bernardo,2363,4926,5485.15835303,8105.90138114,
GO,5215652,Palestina de Goiás,,,1159.55895895,1462.18987882,
GO,5215702,Palmeiras de Goiás,7794,7283,7157.32126212,8245.65351595,
GO,5215801,Palmelo,403,460,810.32657098,1171.68614113,
GO,5215900,Palminópolis,1630,1361,1373.63667611,1536.63057891,
GO,5216007,Panamá,1340,980,850.37187203,1107.13501267,
GO,5216304,Paranaiguara,2915,2308,2879.16048156,4214.68060763,
GO,5216403,Paraúna,6081,5021,3705.86698965,4888.994909,
GO,5216452,Perolândia,,,,1204.3697005,
GO,5216809,Petrolina de Goiás,4132,4069,4067.22125199,5124.95541478,
GO,5216908,Pilar de Goiás,3171,2449,1802.01929745,1307.8422965,
GO,5217104,Piracanjuba,6802,8341,10544.4376338,10654.70411672,
GO,5217203,Piranhas,3145,5770,4946.54520072,5575.60421493,
GO,5217302,Pirenópolis,10024,9611,9563.55983257,9044.41201835,
GO,5217401,Pires do Rio,4955,6895,8879.78924682,11914.41310689,
GO,5217609,Planaltina,2662,4555,13766.99750907,31543.8877413399,
GO,5217708,Pontalina,5949,6710,6909.39713644,8355.01538588,
GO,5218003,Porangatu,7534,11180,16039.88461841,18529.0257817,
GO,5218052,Porteirão,,,,1168.29847831,
GO,5218102,Portelândia,534,733,1184.75774008,1819.96243856,
GO,5218300,Posse,3606,5873,7959.91351461,11323.23470334,
GO,5218391,Professor Jamil,,,,1621.03788952,
GO,5218508,Quirinópolis,11518,13303,14932.25611136,19615.82478971,
GO,5218607,Rialma,1909,2366,3874.0594494,4744.55332166,
GO,5218706,Rianápolis,1001,951,1525.12969919,1914.87852606,
GO,5218789,Rio Quente,,,279.75812649,1134.87595421,
GO,5218805,Rio Verde,16339,27820,40762.3953840401,57209.0422980799,
GO,5218904,Rubiataba,5878,5690,6723.62113771,8970.46043787,
GO,5219001,Sanclerlândia,2325,3026,2733.23133102,3607.97566819,
GO,5219100,Santa Bárbara de Goiás,837,1171,1669.78209289,2134.12683139,
GO,5219209,Santa Cruz de Goiás,1074,1031,1283.7314528,1641.68601367,
GO,5219258,Santa Fé de Goiás,,,1522.46541515,2006.58588543,
GO,5219308,Santa Helena de Goiás,8416,9567,13571.69718804,16920.67404367,
GO,5219357,Santa Isabel,,,1557.77810831,1794.28338072,
GO,5219407,Santa Rita do Araguaia,805,1419,1846.74467567,2549.60674765,
GO,5219456,Santa Rita do Novo Destino,,,,1216.56481787,
GO,5219506,Santa Rosa de Goiás,1363,1245,1544.60537132,1426.50933617,
GO,5219605,Santa Tereza de Goiás,1210,1590,1838.22848582,2105.39649258,
GO,5219704,Santa Terezinha de Goiás,2471,3374,6413.99471796,5723.49062503,
GO,5219712,Santo Antônio da Barra,,,,1736.00226137,
GO,5219738,Santo Antônio de Goiás,,,,1513.85240574,
GO,5219753,Santo Antônio do Descoberto,,,12250.29661828,20109.99870854,
GO,5219803,São Domingos,2268,2761,3102.27564492,3659.75305744,
GO,5219902,São Francisco de Goiás,2475,2887,2754.89841465,2705.29876594,
GO,5220009,São João d'Aliança,1111,1449,1789.85444228,2702.15182967,
GO,5220058,São João da Paraúna,,,736.09379128,884.66286202,
GO,5220108,São Luís de Montes Belos,6943,8981,10262.97168001,12484.04908505,
GO,5220157,São Luíz do Norte,,,1649.86974871,1836.78136755,
GO,5220207,São Miguel do Araguaia,5822,7289,7246.49559919,10837.33296689,
GO,5220264,São Miguel do Passa Quatro,,,933.7599135,1559.919898,
GO,5220280,São Patrício,,,,725.55425531,
GO,5220405,São Simão,2085,3693,4608.81214685,6744.51615022,
GO,5220454,Senador Canedo,,,8952.83870215,25232.9430145201,
GO,5220504,Serranópolis,1599,2008,3352.23022307,3003.34677677,
GO,5220603,Silvânia,5759,5921,7249.32814993,9030.53872306,
GO,5220686,Simolândia,,,1785.13623936,2202.3826255,
GO,5220702,Sítio d'Abadia,686,830,778.80524813,1227.62709898,
GO,5221007,Taquaral de Goiás,3278,3461,1559.38201707,1452.01605982,
GO,5221080,Teresina de Goiás,,,374.32124961,797.08288935,
GO,5221197,Terezópolis de Goiás,,,,2526.01042977,
GO,5221304,Três Ranchos,949,704,811.68092737,1290.47820289,
GO,5221403,Trindade,6113,10658,20980.25248277,38100.2491948701,
GO,5221452,Trombas,,,2330.64313692,1738.7436669,
GO,5221502,Turvânia,2023,2105,2226.90851019,2377.0630126,
GO,5221551,Turvelândia,,,927.96196308,1558.75946819,
GO,5221577,Uirapuru,,,,1179.78371981,
GO,5221601,Uruaçu,10801,11515,13273.60305712,15178.7705122,
GO,5221700,Uruana,3906,3661,5456.75923069,6769.62216087,
GO,5221809,Urutaí,1154,1038,1288.39518693,1309.2822235,
GO,5221858,Valparaíso de Goiás,,,,44741.0878856099,
GO,5221908,Varjão,1303,1282,1357.41048521,1515.70544843,
GO,5222005,Vianópolis,1792,2646,3632.23250516,5646.4610148,
GO,5222054,Vicentinópolis,,,1720.67038097,2701.23704164,
GO,5222203,Vila Boa,,,,1373.34389815,
GO,5222302,Vila Propício,,,,1550.26841266,
MA,2100055,Açailândia,,,26508.43297896,33362.32743135,
MA,2100105,Afonso Cunha,1449,1155,2104.93938864,1719.55896088,
MA,2100154,Água Doce do Maranhão,,,,2574.61145806,
MA,2100204,Alcântara,5255,5727,6252.1552616,8585.56377575,
MA,2100303,Aldeias Altas,9115,9159,7528.64293111,7695.61704591,
MA,2100402,Altamira do Maranhão,7262,6259,6004.71648821,2919.71459638,
MA,2100436,Alto Alegre do Maranhão,,,,7085.71476417,
MA,2100477,Alto Alegre do Pindaré,,,,10770.08839724,
MA,2100501,Alto Parnaíba,1860,2182,3441.27111654,3667.15348098,
MA,2100550,Amapá do Maranhão,,,,2167.87375608,
MA,2100600,Amarante do Maranhão,4089,5119,6793.22643557,10052.76587149,
MA,2100709,Anajatuba,4467,4345,4818.25844117,8278.88869052,
MA,2100808,Anapurus,2670,2311,4424.07129129,4616.34748659,
MA,2100832,Apicum-Açu,,,,3398.31581969,
MA,2100873,Araguanã,,,,2972.27327377,
MA,2100907,Araioses,11195,14811,12898.57345598,10846.34360685,
MA,2100956,Arame,,,8760.21801823,9632.42431632,
MA,2101004,Arari,4686,5174,6520.95523624,10219.03163069,
MA,2101103,Axixá,2082,3510,2937.15009939,4023.03758113,
MA,2101202,Bacabal,22427,27643,32136.9540008401,35222.4651733601,
MA,2101251,Bacabeira,,,,3087.75529661,
MA,2101301,Bacuri,4838,5687,7400.3881127,5520.1896827,
MA,2101350,Bacurituba,,,,1894.80091636,
MA,2101400,Balsas,5601,6758,12577.96256765,23031.09921395,
MA,2101509,Barão de Grajaú,3526,3583,4125.37618926,4845.57346075,
MA,2101608,Barra do Corda,16535,25673,26288.99961275,25724.92640595,
MA,2101707,Barreirinhas,7928,11644,9110.28992913,15114.92056829,
MA,2101731,Belágua,,,,2167.01644523,
MA,2101772,Bela Vista do Maranhão,,,,2842.84932516,
MA,2101806,Benedito Leite,2400,2170,2800.53237645,1541.26347582,
MA,2101905,Bequimão,6028,6759,5928.32741279,7105.25651395,
MA,2101939,Bernardo do Mearim,,,,2355.7217605,
MA,2101970,Boa Vista do Gurupi,,,,1538.50509022,
MA,2102002,Bom Jardim,8158,10115,10416.37377586,12339.20206708,
MA,2102036,Bom Jesus das Selvas,,,,5659.42445673,
MA,2102077,Bom Lugar,,,,4236.84202054,
MA,2102101,Brejo,7861,9222,10047.63813434,9824.32359352,
MA,2102150,Brejo de Areia,,,,3860.96898167,
MA,2102200,Buriti,6429,8606,10053.83627154,10568.10291223,
MA,2102309,Buriti Bravo,5149,6740,6267.07911605,7243.32277632,
MA,2102325,Buriticupu,,,,17495.48050472,
MA,2102358,Buritirana,,,,4549.57121792,
MA,2102374,Cachoeira Grande,,,,2617.76867143,
MA,2102408,Cajapió,2868,3738,4222.5599423,4372.27133066,
MA,2102507,Cajari,6179,6862,5240.6445149,6152.45093466,
MA,2102556,Campestre do Maranhão,,,,4112.94128788,
MA,2102606,Cândido Mendes,2766,5375,9034.22337174,6538.49405327,
MA,2102705,Cantanhede,6178,4713,7586.79414653,6745.23141233,
MA,2102754,Capinzal do Norte,,,,4225.09242144,
MA,2102804,Carolina,8652,9524,8548.36284405,9363.06485458,
MA,2102903,Carutapera,3014,5443,9020.69779645,5980.63326571,
MA,2103000,Caxias,35949,42128,51885.5188536602,53156.0676395,
MA,2103109,Cedral,3671,3846,4602.3295744,3317.00602818,
MA,2103125,Central do Maranhão,,,,3013.31863778,
MA,2103158,Centro do Guilherme,,,,1493.30476174,
MA,2103174,Centro Novo do Maranhão,,,,5459.56083933,
MA,2103208,Chapadinha,16088,20726,25971.22365354,26000.32394222,
MA,2103257,Cidelândia,,,,4593.95796862,
MA,2103307,Codó,42127,41491,42198.98501001,42968.4466614701,
MA,2103406,Coelho Neto,7520,7877,13141.80418391,14425.29324437,
MA,2103505,Colinas,9606,15127,12286.49811057,12426.20575828,
MA,2103554,Conceição do Lago-Açu,,,,3733.27773463,
MA,2103604,Coroatá,23969,29143,22440.58116965,22778.6992332601,
MA,2103703,Cururupu,9983,11761,13434.56959327,13705.39241257,
MA,2103752,Davinópolis,,,,4237.1950572,
MA,2103802,Dom Pedro,4773,6297,6520.02260137,9195.27746206,
MA,2103901,Duque Bacelar,6032,3736,2600.16453507,4440.04096013,
MA,2104008,Esperantinópolis,6700,11633,9791.27291755,8104.4663112,
MA,2104057,Estreito,,,6911.00371009,8554.67021608,
MA,2104073,Feira Nova do Maranhão,,,,3180.86601779,
MA,2104081,Fernando Falcão,,,,1592.56754165,
MA,2104099,Formosa da Serra Negra,,,,3497.60658969,
MA,2104107,Fortaleza dos Nogueiras,2125,2637,3883.15054398,3659.28812551,
MA,2104206,Fortuna,2798,2958,4448.33274036,5466.72386195,
MA,2104305,Godofredo Viana,2397,3358,9366.70722854,2419.47603873,
MA,2104404,Gonçalves Dias,7002,7112,6450.50519513,6951.47647505,
MA,2104503,Governador Archer,4092,5439,3271.74459585,3349.73081061,
MA,2104552,Governador Edison Lobão,,,,3815.85944863,
MA,2104602,Governador Eugênio Barros,8291,8857,7618.80130114,5573.61834324,
MA,2104628,Governador Luiz Rocha,,,,2878.34048446,
MA,2104651,Governador Newton Bello,,,,3985.98489913,
MA,2104677,Governador Nunes Freire,,,,8806.21105489,
MA,2104701,Graça Aranha,1723,2614,2005.38729714,2750.78102931,
MA,2104800,Grajaú,9756,17843,15264.64161791,16381.00774034,
MA,2104909,Guimarães,2885,3728,3414.89167892,4322.79689408,
MA,2105005,Humberto de Campos,5501,4997,5008.72413423,6889.69424095,
MA,2105104,Icatu,4314,5585,7191.62256981,7164.39699078,
MA,2105153,Igarapé do Meio,,,,3215.52067898,
MA,2105203,Igarapé Grande,4320,4724,4490.00130219,3717.65429955,
MA,2105302,Imperatriz,23105,66517,91149.1381634996,98826.6376568898,
MA,2105351,Itaipava do Grajaú,,,,3953.84774953,
MA,2105401,Itapecuru Mirim,10772,14842,14054.60353653,15113.54793552,
MA,2105427,Itinga do Maranhão,,,,8930.20729939,
MA,2105450,Jatobá,,,,2034.77588702,
MA,2105476,Jenipapo dos Vieiras,,,,3121.52435612,
MA,2105500,João Lisboa,8368,13545,14434.08548636,9393.32149913,
MA,2105609,Joselândia,5351,5945,4649.09911262,4123.85855095,
MA,2105658,Junco do Maranhão,,,,1679.65642336,
MA,2105708,Lago da Pedra,13238,11883,13030.40566448,14100.8367867,
MA,2105807,Lago do Junco,5613,5358,7163.91901988,3743.09585296,
MA,2105906,Lago Verde,3944,3857,3954.52052004,5205.94532531,
MA,2105922,Lagoa do Mato,,,,3306.78192767,
MA,2105948,Lago dos Rodrigues,,,,3472.52368013,
MA,2105963,Lagoa Grande do Maranhão,,,,2265.10772799,
MA,2105989,Lajeado Novo,,,,2028.8618765,
MA,2106003,Lima Campos,3348,4964,4395.00051644,3988.09003267,
MA,2106102,Loreto,2179,2575,3052.08293604,2459.66896581,
MA,2106201,Luís Domingues,1673,1918,2552.1357858,2117.92096114,
MA,2106300,Magalhães de Almeida,2530,2771,3474.98840424,4736.81734908,
MA,2106326,Maracaçumé,,,,5474.4443028,
MA,2106359,Marajá do Sena,,,,2357.8861478,
MA,2106375,Maranhãozinho,,,,1810.34923236,
MA,2106409,Mata Roma,2827,2873,4723.2565003,4655.24976928,
MA,2106508,Matinha,5985,4554,5102.69665267,7943.6854951,
MA,2106607,Matões,7325,8437,8776.42625949,10037.02382932,
MA,2106631,Matões do Norte,,,,2894.14486793,
MA,2106672,Milagres do Maranhão,,,,2530.37752867,
MA,2106706,Mirador,5861,5250,5821.35852352,7546.33528751,
MA,2106755,Miranda do Norte,,,3738.76492489,6475.27095816,
MA,2106805,Mirinzal,3882,5007,5280.28350983,5384.01193709,
MA,2106904,Monção,15423,21027,8066.50553993,10127.75491019,
MA,2107001,Montes Altos,3155,3975,4751.65091143,3677.35829906,
MA,2107100,Morros,6385,5885,5205.14980755,4610.10873675,
MA,2107209,Nina Rodrigues,2229,3999,2303.73212554,3600.00430821,
MA,2107258,Nova Colinas,,,,674.33873005,
MA,2107308,Nova Iorque,1396,1472,1627.3615049,1602.50089,
MA,2107357,Nova Olinda do Maranhão,,,,5368.93211463,
MA,2107407,Olho d'Água das Cunhãs,6639,4871,5782.66717257,5506.57958937,
MA,2107456,Olinda Nova do Maranhão,,,,4798.42104653,
MA,2107506,Paço do Lumiar,3762,4601,16657.67237042,31582.0375061401,
MA,2107605,Palmeirândia,3644,6397,5965.87060798,6731.94159856,
MA,2107704,Paraibano,3715,4916,5616.18111281,6522.25181512,
MA,2107803,Parnarama,8434,12935,11987.29319638,11496.43850389,
MA,2107902,Passagem Franca,6611,7887,8375.15439255,5938.27310931,
MA,2108009,Pastos Bons,4191,3621,3892.95785666,4657.73810535,
MA,2108058,Paulino Neves,,,,4491.47320086,
MA,2108108,Paulo Ramos,6334,9537,8129.64947081,7178.81721788,
MA,2108207,Pedreiras,8923,13859,16321.48650325,16271.75740959,
MA,2108256,Pedro do Rosário,,,,7956.90741604,
MA,2108306,Penalva,8775,8131,9102.46225835,10813.64441252,
MA,2108405,Peri Mirim,2707,3596,4019.39476932,5437.1812776,
MA,2108454,Peritoró,,,,6197.5680759,
MA,2108504,Pindaré-Mirim,7467,8034,9269.89228311,8985.44765822,
MA,2108603,Pinheiro,15585,23213,26609.64310649,26880.35715134,
MA,2108702,Pio XII,8226,6565,7643.25726537,9313.93523815,
MA,2108801,Pirapemas,5145,5619,4871.82945871,5804.14207266,
MA,2108900,Poção de Pedras,9223,10353,8091.03509304,9074.65234243,
MA,2109007,Porto Franco,4519,5972,9001.19688845,6787.671575,
MA,2109056,Porto Rico do Maranhão,,,,2599.52022975,
MA,2109106,Presidente Dutra,10104,14410,14569.16731676,17646.20081436,
MA,2109205,Presidente Juscelino,1861,2175,2256.35758254,3642.3145681,
MA,2109239,Presidente Médici,,,,1180.51831136,
MA,2109270,Presidente Sarney,,,,5519.68709189,
MA,2109304,Presidente Vargas,2989,3632,2200.19314794,4762.38507559,
MA,2109403,Primeira Cruz,3877,4437,4786.28993343,3551.76285005,
MA,2109452,Raposa,,,,5891.06704298,
MA,2109502,Riachão,5393,7087,8289.92915851,6468.15574536,
MA,2109551,Ribamar Fiquene,,,,1787.23073288,
MA,2109601,Rosário,6670,8877,11170.37763421,12034.96134097,
MA,2109700,Sambaíba,1360,1383,1536.88830795,1219.11961119,
MA,2109759,Santa Filomena do Maranhão,,,,1867.70637753,
MA,2109809,Santa Helena,5833,8845,8390.78456429,11365.58699856,
MA,2109908,Santa Inês,8177,14741,20014.48689966,26061.6028535,
MA,2110005,Santa Luzia,15872,27525,29479.54368187,23294.38898087,
MA,2110039,Santa Luzia do Paruá,,,12083.97218551,6433.36160093,
MA,2110104,Santa Quitéria do Maranhão,4846,6037,7433.67274526,12018.48717503,
MA,2110203,Santa Rita,3914,7008,5968.52098648,7336.01282289,
MA,2110237,Santana do Maranhão,,,,4109.97754315,
MA,2110278,Santo Amaro do Maranhão,,,,2815.84116551,
MA,2110302,Santo Antônio dos Lopes,7260,8897,6409.55654054,5214.11557061,
MA,2110401,São Benedito do Rio Preto,3581,4843,4259.19727441,5973.04761931,
MA,2110500,São Bento,5778,8665,10026.19223366,12542.7390582,
MA,2110609,São Bernardo,5301,6511,6232.58062565,7775.05376504,
MA,2110658,São Domingos do Azeitão,,,,2098.76301225,
MA,2110708,São Domingos do Maranhão,5699,9332,10616.85736964,13555.4853802,
MA,2110807,São Félix de Balsas,1571,1729,2236.10587475,2415.38081349,
MA,2110856,São Francisco do Brejão,,,,2552.66654487,
MA,2110906,São Francisco do Maranhão,4212,4545,4681.40581028,5161.12618645,
MA,2111003,São João Batista,5521,5396,6458.87510301,6219.28053855,
MA,2111029,São João do Carú,,,,3939.93039014,
MA,2111052,São João do Paraíso,,,,3653.88622013,
MA,2111078,São João do Soter,,,,6252.69379608,
MA,2111102,São João dos Patos,4669,7791,8917.23566458,9371.18410854,
MA,2111201,São José de Ribamar,5748,7875,20494.23460802,39022.41204155,
MA,2111250,São José dos Basílios,,,,3387.33161091,
MA,2111300,São Luís,73622,141828,247342.67846782,384899.608215248,
MA,2111409,São Luís Gonzaga do Maranhão,10296,10495,11478.20603571,9860.15532707,
MA,2111508,São Mateus do Maranhão,5500,8999,8778.83202862,12195.65217532,
MA,2111532,São Pedro da Água Branca,,,,4092.78769119,
MA,2111573,São Pedro dos Crentes,,,,1191.63148082,
MA,2111607,São Raimundo das Mangabeiras,2652,3827,3718.33259461,5181.87514799,
MA,2111631,São Raimundo do Doca Bezerra,,,,3092.81805387,
MA,2111672,São Roberto,,,,1437.63485705,
MA,2111706,São Vicente Ferrer,4548,4670,6524.43489738,9021.0898171,
MA,2111722,Satubinha,,,,4895.43648951,
MA,2111748,Senador Alexandre Costa,,,,3420.79825533,
MA,2111763,Senador La Rocque,,,,6126.73084483,
MA,2111789,Serrano do Maranhão,,,,3685.74421048,
MA,2111805,Sítio Novo,2062,2907,3724.79681791,5093.21802838,
MA,2111904,Sucupira do Norte,3205,3525,3207.52986141,4416.07948781,
MA,2111953,Sucupira do Riachão,,,,1710.2541788,
MA,2112001,Tasso Fragoso,1545,1329,1585.97659492,2574.59359973,
MA,2112100,Timbiras,11374,9116,7594.14199189,10463.81643859,
MA,2112209,Timon,9918,21559,33688.9218384,49686.78046759,
MA,2112233,Trizidela do Vale,,,,5909.42683749,
MA,2112274,Tufilândia,,,,1919.74645561,
MA,2112308,Tuntum,8994,10136,10900.95981593,14091.34029915,
MA,2112407,Turiaçu,8039,18426,11554.56178684,10858.50914817,
MA,2112456,Turilândia,,,,7158.53113513,
MA,2112506,Tutóia,9005,16029,11711.08025311,11435.55370131,
MA,2112605,Urbano Santos,8914,9604,8096.5897048,5956.85665962,
MA,2112704,Vargem Grande,8704,13582,12034.14835688,13514.82438525,
MA,2112803,Viana,10481,14721,13574.19262265,17353.8343114,
MA,2112852,Vila Nova dos Martírios,,,,2087.58904326,
MA,2112902,Vitória do Mearim,11988,16266,14404.88152725,12408.4361246,
MA,2113009,Vitorino Freire,11299,8957,8907.58552306,11369.85934088,
MA,2114007,Zé Doca,,,16211.53881672,15344.05510445,
MG,3100104,Abadia dos Dourados,2913,2779,2692.32914035,2983.7285743,
MG,3100203,Abaeté,6107,5999,8838.72711731,10924.91758218,
MG,3100302,Abre Campo,5912,5475,6893.3983184,5847.1070818,
MG,3100401,Acaiaca,910,940,1167.86161705,1534.35534574,
MG,3100500,Açucena,7625,7904,7477.38104491,3986.92777381,
MG,3100609,Água Boa,9231,6122,4893.22852733,8151.43238493,
MG,3100708,Água Comprida,1216,701,741.83825299,921.44564013,
MG,3100807,Aguanil,877,1252,1390.79489491,1710.78095843,
MG,3100906,Águas Formosas,7847,6307,7489.10633136,6678.93123061,
MG,3101003,Águas Vermelhas,3487,4392,6089.09694367,4174.83164195,
MG,3101102,Aimorés,10615,8866,10357.65544988,10641.54356643,
MG,3101201,Aiuruoca,2301,2938,2803.17509591,3132.44380829,
MG,3101300,Alagoa,965,1002,1059.4227157,1150.87867031,
MG,3101409,Albertina,750,918,1228.8241222,1715.78442359,
MG,3101508,Além Paraíba,8313,10527,13007.40080867,15301.30630263,
MG,3101607,Alfenas,9020,14885,22522.38516229,32481.8676602901,
MG,3101631,Alfredo Vasconcelos,,,,1918.66648678,
MG,3101706,Almenara,11865,12129,16715.72775281,16400.49737759,
MG,3101805,Alpercata,3089,1673,2104.64984125,2828.06232299,
MG,3101904,Alpinópolis,4632,6179,7677.80134869,7932.28368528,
MG,3102001,Alterosa,2569,3641,4935.32033097,6265.58530342,
MG,3102050,Alto Caparaó,,,,2224.56068931,
MG,3102100,Alto Rio Doce,4472,4407,4749.11376831,5593.87584411,
MG,3102209,Alvarenga,2305,1716,1829.58652209,1963.86118774,
MG,3102308,Alvinópolis,5166,4750,5405.49159713,6662.14093115,
MG,3102407,Alvorada de Minas,1237,1133,1187.05740673,975.17270421,
MG,3102506,Amparo do Serra,2169,1876,2294.58802318,1765.61741447,
MG,3102605,Andradas,7225,10040,12864.23874747,17434.88915934,
MG,3102704,Cachoeira de Pajeú,2560,2467,2929.79346365,3018.29665496,
MG,3102803,Andrelândia,3604,5195,4662.63850295,5384.83618637,
MG,3102852,Angelândia,,,,3269.21484855,
MG,3102902,Antônio Carlos,2598,2736,3638.95640641,4636.89129273,
MG,3103009,Antônio Dias,3270,3234,2931.30514525,4093.62214902,
MG,3103108,Antônio Prado de Minas,845,667,847.48733807,785.83602499,
MG,3103207,Araçaí,545,663,893.54892084,1009.99126165,
MG,3103306,Aracitaba,868,1149,848.91782087,785.28256016,
MG,3103405,Araçuaí,9214,9130,10916.50703142,15748.17732157,
MG,3103504,Araguari,19571,32781,39908.2229021098,50329.3651142998,
MG,3103603,Arantina,570,825,884.54530444,1252.93136109,
MG,3103702,Araponga,1685,2140,2912.71025481,3336.84790748,
MG,3103751,Araporã,,,,2422.80329788,
MG,3103801,Arapuá,1251,1318,1248.3070091,1490.1039486,
MG,3103900,Araújos,1449,1899,2491.2001282,3545.16719958,
MG,3104007,Araxá,11618,21029,31045.8037369101,39179.61792151,
MG,3104106,Arceburgo,2515,2999,3140.04159322,3939.83070294,
MG,3104205,Arcos,4555,8067,11079.38866788,15643.28582508,
MG,3104304,Areado,2417,3595,4676.60972033,5884.89734326,
MG,3104403,Argirita,1327,1390,1282.24598788,1403.03362433,
MG,3104452,Aricanduva,,,,2198.95258947,
MG,3104502,Arinos,2377,3604,5799.70027462,6639.8267621,
MG,3104601,Astolfo Dutra,3483,3955,4976.83904728,5849.79168003,
MG,3104700,Ataléia,9492,5906,5834.17685094,7086.38507762,
MG,3104809,Augusto de Lima,1820,1922,2208.83334391,2109.90391767,
MG,3104908,Baependi,4776,5178,6394.13780328,7597.77936413,
MG,3105004,Baldim,2872,2420,3366.51551741,3485.01712966,
MG,3105103,Bambuí,6504,7769,9047.60564516,10761.39034393,
MG,3105202,Bandeira,1947,1703,1872.97987042,1884.19302652,
MG,3105301,Bandeira do Sul,827,1361,1948.80632709,2669.06995231,
MG,3105400,Barão de Cocais,2708,4399,7419.48474595,9941.16650323,
MG,3105509,Barão de Monte Alto,2320,2492,2515.85794101,2676.51044784,
MG,3105608,Barbacena,20029,28851,39802.56577298,49766.7147966599,
MG,3105707,Barra Longa,3148,3009,3435.25252221,2818.56806854,
MG,3105905,Barroso,2845,4224,6467.26766365,7662.40397122,
MG,3106002,Bela Vista de Minas,1832,2810,3358.44256046,4132.18883888,
MG,3106101,Belmiro Braga,1420,1505,1661.92905304,1477.70088658,
MG,3106200,Belo Horizonte,417740,735733,931296.523070412,1167191.65534749,
MG,3106309,Belo Oriente,2587,2919,5755.95558308,8200.23389016,
MG,3106408,Belo Vale,2439,2197,2168.54021565,3031.3501829,
MG,3106507,Berilo,5118,4415,4884.47379909,7366.94570623,
MG,3106606,Bertópolis,3686,2964,3168.21809075,1630.71151386,
MG,3106655,Berizal,,,,1277.35445142,
MG,3106705,Betim,10698,27151,62267.95968922,142953.925873879,
MG,3106804,Bias Fortes,1540,1606,1837.71228603,1680.65903286,
MG,3106903,Bicas,2944,3536,4416.3833704,5721.69522854,
MG,3107000,Biquinhas,1513,1011,1105.34842964,1215.82831982,
MG,3107109,Boa Esperança,6394,10365,14878.77253889,18401.27431918,
MG,3107208,Bocaina de Minas,1714,1666,1924.8380965,2303.33595997,
MG,3107307,Bocaiúva,10478,12975,16670.26932152,17999.55418185,
MG,3107406,Bom Despacho,8022,10932,15492.17422499,19455.64439957,
MG,3107505,Bom Jardim de Minas,1352,2721,2295.71704963,2733.60974431,
MG,3107604,Bom Jesus da Penha,760,1026,1297.12981568,1754.29553903,
MG,3107703,Bom Jesus do Amparo,1274,1416,1773.97760073,2111.9699512,
MG,3107802,Bom Jesus do Galho,5720,4862,5871.70106499,5681.25101307,
MG,3107901,Bom Repouso,2119,2429,3456.52356659,6020.50569587,
MG,3108008,Bom Sucesso,4755,5402,6542.29744394,7367.20531709,
MG,3108107,Bonfim,2370,2471,2727.57758938,3037.20218387,
MG,3108206,Bonfinópolis de Minas,3652,5591,4952.30396832,2826.9655207,
MG,3108255,Bonito de Minas,,,,2902.37988369,
MG,3108305,Borda da Mata,3574,5095,6576.01396887,7530.56042924,
MG,3108404,Botelhos,4264,5158,6339.64276064,7730.94834296,
MG,3108503,Botumirim,2260,2513,2453.34915248,2481.83192094,
MG,3108552,Brasilândia de Minas,,,,4938.8865915,
MG,3108602,Brasília de Minas,11256,12075,15310.72321874,12798.60690441,
MG,3108701,Brás Pires,1518,1701,1844.17546943,2296.72925139,
MG,3108800,Braúnas,2992,1723,1994.59305862,1660.02730568,
MG,3108909,Brasópolis,4838,4585,5334.93743399,5745.0833747,
MG,3109006,Brumadinho,4741,5709,7246.99141549,11837.19141492,
MG,3109105,Bueno Brandão,3316,3578,5278.73568377,5878.98360552,
MG,3109204,Buenópolis,2500,2824,3449.45128348,3732.88600964,
MG,3109253,Bugre,,,,798.06817587,
MG,3109303,Buritis,2710,4282,6771.96376709,9242.65073453,
MG,3109402,Buritizeiro,3875,5925,8284.96268849,10332.76814352,
MG,3109451,Cabeceira Grande,,,,2587.02038914,
MG,3109501,Cabo Verde,3570,4419,5292.36437062,7087.60995881,
MG,3109600,Cachoeira da Prata,877,1205,1791.25039795,1617.47819594,
MG,3109709,Cachoeira de Minas,2536,3201,3824.42438431,5085.74656024,
MG,3109808,Cachoeira Dourada,1326,902,828.38885581,1140.88699517,
MG,3109907,Caetanópolis,1420,2094,3054.70036036,3770.95132215,
MG,3110004,Caeté,6890,9339,12168.39130112,16413.59470353,
MG,3110103,Caiana,1156,1363,1915.15773794,2392.46318335,
MG,3110202,Cajuri,1063,1253,1341.73135595,1640.77484809,
MG,3110301,Caldas,4964,6200,5043.52324209,6344.98836888,
MG,3110400,Camacho,946,1184,1543.05748216,1489.95295225,
