Capital residencial - total
Sigla,Código,Município,1970,1980,1991,2000,
CE,2305803,Ipu,68398.5208730183,111295.662654208,90442.689137138,178365.968091082,
CE,2305902,Ipueiras,40897.9373618093,53703.7402642611,66571.736310831,139182.043709981,
CE,2306009,Iracema,30342.0254364162,46505.7737410148,39253.2841582744,74081.0505591902,
CE,2306108,Irauçuba,22437.549043852,30882.8679014619,32881.9162664254,72855.1082505644,
CE,2306207,Itaiçaba,7944.5787298322,13937.763323312,16796.1740554052,31639.5163161262,
CE,2306256,Itaitinga,,,,262545.85490068,
CE,2306306,Itapagé,57607.6959802645,110424.933203798,109132.56817047,194253.421328722,
CE,2306405,Itapipoca,126069.028982438,212431.114448549,193526.218884247,375510.540496474,
CE,2306504,Itapiúna,17976.007409531,20322.3971285293,19803.2088170121,55651.0732770731,
CE,2306553,Itarema,,,44497.2460311073,87927.9017221318,
CE,2306603,Itatira,16490.1519476973,18871.2347261183,17426.8400555268,34725.9324630266,
CE,2306702,Jaguaretama,18591.379917482,24239.1353481676,39855.4150420064,81107.7944246545,
CE,2306801,Jaguaribara,7627.1738995784,12674.9792767789,20731.4307034532,37429.1757551956,
CE,2306900,Jaguaribe,46833.3094003503,99382.4558267603,114946.510370504,215105.235737979,
CE,2307007,Jaguaruana,39255.8177383809,76106.3537290636,75222.0021733882,129651.680703141,
CE,2307106,Jardim,25154.5867561475,39281.5459920247,49242.8494264931,94752.5991555143,
CE,2307205,Jati,10286.6959299475,15785.386034706,14136.4412205932,31215.4236495954,
CE,2307254,Jijoca de Jericoacoara,,,,45765.0995812138,
CE,2307304,Juazeiro do Norte,369029.730087334,863635.22233067,919571.553655846,1478426.44338786,
CE,2307403,Jucás,38359.6305378287,38099.2879782945,30078.3116661773,85805.8600240305,
CE,2307502,Lavras da Mangabeira,52981.7138679016,81766.7545793054,63408.7636808549,118650.263766702,
CE,2307601,Limoeiro do Norte,61180.546833478,142930.977101601,192624.267148291,364239.309538283,
CE,2307635,Madalena,,,20347.2655571048,44186.8888026246,
CE,2307650,Maracanaú,,,1284701.59537634,2081540.43269637,
CE,2307700,Maranguape,150859.733425967,465167.62812286,362943.723885754,770180.436379214,
CE,2307809,Marco,20380.9875883783,39235.8524815233,44234.6307803138,68799.7612030859,
CE,2307908,Martinópole,10337.4934165299,17093.8973613439,12652.6075925429,29112.2453590118,
CE,2308005,Massapê,45601.5625255539,57818.071380349,50408.3300981005,101190.54364735,
CE,2308104,Mauriti,38803.9397090905,63860.6075744008,62432.446741756,142081.993931988,
CE,2308203,Meruoca,12914.141317481,19308.6917664279,18276.2648984927,41098.9395676338,
CE,2308302,Milagres,32392.2069421431,53950.3687423953,57944.6007795248,92062.4362110882,
CE,2308351,Milhã,,,23249.1713678169,53658.1766185945,
CE,2308377,Miraíma,,,17652.2653944372,28962.7738170597,
CE,2308401,Missão Velha,53121.3126854496,69570.6404524155,63000.6283627365,113865.469606656,
CE,2308500,Mombaça,69048.2232566995,92072.2254753155,79503.7869397721,152404.546010824,
CE,2308609,Monsenhor Tabosa,21810.5792636999,31162.3079708407,26375.5007275223,56694.7892545232,
CE,2308708,Morada Nova,80142.524227791,155771.633355976,172081.915477225,293189.190345584,
CE,2308807,Moraújo,17885.1303428015,11893.8632464094,11001.6273432234,19443.6469761995,
CE,2308906,Morrinhos,13283.9288843664,28258.1984779582,26865.1698416219,56568.285728543,
CE,2309003,Mucambo,13962.8659090558,32856.51776774,28827.9455902371,51752.1715481668,
CE,2309102,Mulungu,12646.0218563532,13576.5650187219,21946.0955304796,37617.9067118213,
CE,2309201,Nova Olinda,12743.2954633672,16768.5099745976,22866.7520112836,51376.9910458068,
CE,2309300,Nova Russas,74213.4271056067,114700.7967712,100509.022608337,151756.112186669,
CE,2309409,Novo Oriente,20965.3166477287,23998.4212227545,43088.1500265461,70508.4434407026,
CE,2309458,Ocara,,,25135.2720725087,46571.4369993888,
CE,2309508,Orós,48030.5778380539,71725.8520514655,66548.0362253555,107526.562234126,
CE,2309607,Pacajus,65532.1536784882,177075.595777072,127651.104748489,332423.629113262,
CE,2309706,Pacatuba,61781.5861505073,138865.449786482,335173.205489508,520900.925141123,
CE,2309805,Pacoti,18904.9439457982,20737.2964881526,24894.6445440512,43793.7946460065,
CE,2309904,Pacujá,20107.3657539146,8431.0691784334,16491.7958624867,31472.4032380648,
CE,2310001,Palhano,5790.4572205083,16205.0597238628,13590.1506188214,32710.228794917,
CE,2310100,Palmácia,15496.8328293552,25553.5838263228,22095.6293954194,33499.4103855124,
CE,2310209,Paracuru,43902.7615524209,79550.4391870754,63774.5804735692,113908.385949485,
CE,2310258,Paraipaba,,,51873.707596312,120882.190335983,
CE,2310298,Cococi,,,,,
CE,2310308,Parambu,28994.7643389094,49171.8294774475,49595.9585333483,99100.9732674419,
CE,2310407,Paramoti,12409.9627508884,16966.9662181084,17200.3536427263,29477.375146609,
CE,2310506,Pedra Branca,42514.7604631877,61036.47897433,70386.1310665623,163765.551429737,
CE,2310605,Penaforte,9073.5684418919,8507.18818999,11969.8889505908,35661.2627489527,
CE,2310704,Pentecoste,65644.7246651897,80699.5785175225,73848.9081475614,130255.620012606,
CE,2310803,Pereiro,21416.8781596927,36924.0288384952,25723.0318249331,50088.287247349,
CE,2310852,Pindoretama,,,31862.567524466,61437.7742090874,
CE,2310902,Piquet Carneiro,21814.8618794583,31353.382892607,21902.493216225,52538.9554601544,
CE,2310951,Pires Ferreira,,,13309.2800821182,24737.6545561162,
CE,2311009,Poranga,8845.3161533628,11573.1119784745,17253.3213080301,36167.2823517045,
CE,2311108,Porteiras,15287.1433551065,24910.3878079828,22717.528448291,56011.0090159232,
CE,2311207,Potengi,7698.5775792918,14856.6816695491,19111.9173922714,33464.3085632318,
CE,2311231,Potiretama,,,8183.0976793443,17848.6541415156,
CE,2311264,Quiterianópolis,,,18089.8794326303,56376.0109254101,
CE,2311306,Quixadá,190469.327611857,267729.231738673,247996.493721695,401151.194836466,
CE,2311355,Quixelô,,,22845.4091701529,45640.6390675889,
CE,2311405,Quixeramobim,115742.983144489,156771.873845166,158708.226926899,296394.425905499,
CE,2311504,Quixeré,11758.9875419903,23228.9634092752,45057.6328536779,80848.9163681889,
CE,2311603,Redenção,61190.5651333117,107546.517137385,61682.2126587691,100436.105253773,
CE,2311702,Reriutaba,57074.7673427612,71584.4191236552,43165.0652088292,87961.0464774862,
CE,2311801,Russas,82360.5394470396,160806.941545027,199252.702481052,341856.075126452,
CE,2311900,Saboeiro,29415.2471920774,28368.2334357352,21332.3716311233,40287.2949053305,
CE,2311959,Salitre,,,15740.5214855991,24795.7029411173,
CE,2312007,Santana do Acaraú,38907.4984035882,55906.3393255294,48344.5544897354,105095.182173231,
CE,2312106,Santana do Cariri,19990.8211095425,30625.6549671199,31899.1175391192,49645.6674161909,
CE,2312205,Santa Quitéria,69225.2759672854,67199.1036046169,83887.6002152683,153457.395110162,
CE,2312304,São Benedito,58667.9913042877,93200.2665800021,81625.4902592462,164343.859330008,
CE,2312403,São Gonçalo do Amarante,35482.7308114371,61814.5248077639,65323.353530235,232858.341768883,
CE,2312502,São João do Jaguaribe,9898.8217034603,25637.8332529262,30279.7196765946,49721.5878982521,
CE,2312601,São Luís do Curu,15951.7693537301,30628.0619589029,30222.6170416335,47659.2234814207,
CE,2312700,Senador Pompeu,75596.727779994,98076.197847477,84009.5179870405,135780.029160667,
CE,2312809,Senador Sá,6256.9257588333,12392.6532593672,9013.3084684678,15509.8814395507,
CE,2312908,Sobral,426652.830535574,632772.411718449,623906.242119135,1218820.19212398,
CE,2313005,Solonópole,56353.1432761845,56733.9040949314,36278.5125074463,74412.1279710101,
CE,2313104,Tabuleiro do Norte,38362.605867696,88814.0794217751,91080.1799719681,147016.282592067,
CE,2313203,Tamboril,26502.4464339395,51195.8109247011,42568.8562874438,96059.1584295599,
CE,2313252,Tarrafas,,,10340.3699711712,19992.7785181115,
CE,2313302,Tauá,70989.8908374489,109827.661282749,131461.302072054,236545.583000972,
CE,2313351,Tejuçuoca,,,14511.111689082,31097.2629943233,
CE,2313401,Tianguá,44706.1478981365,90075.7013351036,127753.877835618,258892.793569511,
CE,2313500,Trairi,28504.0904626185,52276.7505380987,62661.9692770347,119070.254352428,
CE,2313559,Tururu,,,15705.9680118827,28890.4691469622,
CE,2313609,Ubajara,28086.1784689872,49605.9309316499,58871.0797154747,116283.370722864,
CE,2313708,Umari,8429.9122327953,9274.9351391924,11018.6721103184,24470.3094734911,
CE,2313757,Umirim,,,25667.7691660672,53575.1428142335,
CE,2313807,Uruburetama,49339.2661218975,79656.1577236346,39948.5147407084,63819.1067793065,
CE,2313906,Uruoca,14820.7223186158,19390.3267182708,14702.3402877308,35344.1929745114,
CE,2313955,Varjota,,,37961.7551826527,74806.8074027306,
CE,2314003,Várzea Alegre,45284.4704267288,61175.6372384048,60359.0643653794,154336.493553357,
CE,2314102,Viçosa do Ceará,43592.2102769764,52482.4665425479,62999.2535499797,127175.476151328,
CE,2399919,Entre Rios,,,,,
CE,2399929,Mecejana,,,,,
CE,2399939,Vertentes,,,,,
DF,5300108,Brasília,9191986.8182823,26529952.8045677,32979442.4525191,74677768.7766824,
ES,3200102,Afonso Cláudio,149337.164622399,229787.153242264,185543.110273878,292389.434096332,
ES,3200136,Águia Branca,,,22651.5999150128,62865.0888168889,
ES,3200169,Água Doce do Norte,,,39095.594785026,77284.4596879855,
ES,3200201,Alegre,223878.928253063,228275.860648922,252232.15835224,395571.771427291,
ES,3200300,Alfredo Chaves,44528.8891591681,63278.0171002809,82277.8670214207,142823.341418426,
ES,3200359,Alto Rio Novo,,,28715.8665406672,56051.4497999398,
ES,3200409,Anchieta,37608.3600595709,82915.2385728479,91663.3656895174,214399.111663108,
ES,3200508,Apiacá,47529.3494436202,39853.6999908441,49473.1767573427,88538.1507112701,
ES,3200607,Aracruz,87106.6066969376,335302.968352145,510472.212431676,813807.230690486,
ES,3200706,Atilio Vivacqua,28978.2648673632,27562.3999508931,33352.6464617875,80944.1542308228,
ES,3200805,Baixo Guandu,117860.685257814,209410.143837797,184810.388809614,317390.040525662,
ES,3200904,Barra de São Francisco,136915.835291879,242518.208289229,182748.250650378,354941.403848778,
ES,3201001,Boa Esperança,16348.3506772469,42203.3242137391,67228.6497120834,114234.64121526,
ES,3201100,Bom Jesus do Norte,55022.3784504447,83641.045450133,77004.3090234426,132621.329970943,
ES,3201159,Brejetuba,,,,65934.0207424416,
ES,3201209,Cachoeiro de Itapemirim,923066.563680865,1732450.64791289,1682022.47008223,2664841.30386599,
ES,3201308,Cariacica,818405.188813203,2207519.10906275,2388612.3744288,5967007.23078733,
ES,3201407,Castelo,157744.604318956,219227.325262723,248399.456752655,448849.93322495,
ES,3201506,Colatina,642955.191638276,1133549.10345261,1080243.74110861,1751773.24709748,
ES,3201605,Conceição da Barra,82157.2236078961,130916.338396211,127777.85689689,180379.522027734,
ES,3201704,Conceição do Castelo,68159.5245967967,101097.832639927,46970.0820224465,94431.3115529662,
ES,3201803,Divino de São Lourenço,7374.9561861628,11541.9712955975,15331.6137354934,34743.2596433336,
ES,3201902,Domingos Martins,92027.2588296706,146611.555326928,192905.075620608,290893.438041002,
ES,3202009,Dores do Rio Preto,11484.1296546187,21234.1127497946,25475.3468098392,71973.6062858981,
ES,3202108,Ecoporanga,82909.4499344552,114083.361572241,108823.212386179,177548.872581518,
ES,3202207,Fundão,47192.4689568749,68699.4752157179,76242.693634309,145881.707393825,
ES,3202256,Governador Lindenberg,,,,,
ES,3202306,Guaçuí,149053.906016432,214194.982876237,205194.573247301,346484.382721946,
ES,3202405,Guarapari,133266.701790978,447954.878468899,547399.965473631,1630053.18474925,
ES,3202454,Ibatiba,,,76489.0226323544,207966.485862669,
ES,3202504,Ibiraçu,121067.39012129,204248.98497128,77130.1429389529,131298.341601998,
ES,3202553,Ibitirama,,,26880.6271714252,68920.0214860893,
ES,3202603,Iconha,35720.2862391344,67122.4816191497,87827.9735346802,147917.670498237,
ES,3202652,Irupi,,,,100088.782379478,
ES,3202702,Itaguaçu,49424.7705010757,94809.0372747156,78567.2156038807,135263.83662812,
ES,3202801,Itapemirim,106449.552423321,232389.290998644,280785.449388587,247226.662995287,
ES,3202900,Itarana,37101.8587891045,63395.8427340175,55699.9546506832,112439.529987544,
ES,3203007,Iúna,101394.687221067,195405.996066667,173001.322834229,292248.008308467,
ES,3203056,Jaguaré,,,66565.1341991656,149998.592928856,
ES,3203106,Jerônimo Monteiro,34229.5938234635,62735.4995326397,62670.3704278582,116600.134608732,
ES,3203130,João Neiva,,,120342.922178039,212516.404139471,
ES,3203163,Laranja da Terra,,,32630.2308348927,76458.268222016,
ES,3203205,Linhares,370529.99087988,879365.636713184,869249.336449868,1335768.73120671,
ES,3203304,Mantenópolis,25237.9988814083,54907.0319984533,69556.2007957333,105656.503767502,
ES,3203320,Marataízes,,,,354062.302488283,
ES,3203346,Marechal Floriano,,,,129011.625016262,
ES,3203353,Marilândia,,,43831.9209860684,107397.63342359,
ES,3203403,Mimoso do Sul,124345.421896203,157849.628478526,146566.644531908,273346.571557644,
ES,3203502,Montanha,40703.072577708,99608.2643284166,120390.000304394,169419.437528878,
ES,3203601,Mucurici,39435.689558147,37983.5688447342,44632.3783186723,38176.7493754444,
ES,3203700,Muniz Freire,53456.0828155644,79627.5239837584,91562.2493808572,176428.988443554,
ES,3203809,Muqui,71596.6449547035,87597.8291949355,92042.5421469265,150448.287415068,
ES,3203908,Nova Venécia,171754.987799762,262001.184398912,294780.091401117,464201.423389596,
ES,3204005,Pancas,63697.3689808821,143337.544636913,92707.8948225024,152625.554639943,
ES,3204054,Pedro Canário,,,102197.775393333,173330.257596744,
ES,3204104,Pinheiros,52112.8521435219,96491.0870456048,144359.676610595,210415.050067237,
ES,3204203,Piúma,14416.783388375,40267.0922851688,82821.7981204679,185036.893738398,
ES,3204252,Ponto Belo,,,,51079.2840806769,
ES,3204302,Presidente Kennedy,19154.6451098839,30669.4701047461,34607.2265943757,58158.3720695014,
ES,3204351,Rio Bananal,,,52418.7653503532,132528.875319924,
ES,3204401,Rio Novo do Sul,35975.4599845092,68312.9807986277,69206.6907563711,112490.742227189,
ES,3204500,Santa Leopoldina,70173.1423079928,89988.8828191515,32957.9932117559,75211.1160924414,
ES,3204559,Santa Maria de Jetibá,,,81227.8394028843,220693.220296987,
ES,3204609,Santa Teresa,120344.644984643,185820.293305744,165421.811591667,242793.091078068,
ES,3204658,São Domingos do Norte,,,,64138.539637841,
ES,3204708,São Gabriel da Palha,105049.347670484,282305.942001005,164025.257206771,338790.313444544,
ES,3204807,São José do Calçado,44521.6511843258,69586.2220520702,80296.6529853833,128709.346124984,
ES,3204906,São Mateus,117617.139997832,313795.402268965,602983.923750139,1006934.60384564,
ES,3204955,São Roque do Canaã,,,,103802.772153097,
ES,3205002,Serra,70227.144674314,816005.123711201,2038174.85609756,6025347.92841032,
ES,3205010,Sooretama,,,,127669.998155253,
ES,3205036,Vargem Alta,,,58157.6254348521,150923.703772767,
ES,3205069,Venda Nova do Imigrante,,,87963.0454292884,227591.30042996,
ES,3205101,Viana,34174.3420540961,145307.475811957,279250.357009082,804100.297864507,
ES,3205150,Vila Pavão,,,,53072.6656425595,
ES,3205176,Vila Valério,,,,95344.5885140155,
ES,3205200,Vila Velha,1371252.51856572,3106603.52299337,4507859.22661174,10371222.9847226,
ES,3205309,Vitória,2413278.2495228,4937081.13646102,6019545.3322968,11660521.2869792,
ES,3299919,Riacho,,,,,
ES,3299929,Ponte do Itabapoana,,,,,
GO,5200050,Abadia de Goiás,,,,61953.7120884001,
GO,5200100,Abadiânia,21281.0175724204,32046.4300812361,45482.6508024636,125380.196424455,
GO,5200134,Acreúna,,67381.8984371267,87460.0574531484,176320.560089855,
GO,5200159,Adelândia,,,11810.2997264867,18373.6603500349,
GO,5200175,Água Fria de Goiás,,,10829.9698423346,33610.2607748964,
GO,5200209,Água Limpa,8485.462382999,9919.1087835189,10922.2342171139,20254.4928438636,
GO,5200258,Águas Lindas de Goiás,,,,811855.039504145,
GO,5200308,Alexânia,29259.9332617004,55528.2687234002,81845.7048047933,220762.924636725,
GO,5200506,Aloândia,9573.7391172371,14030.3398096049,12208.4786838957,21081.1574954752,
GO,5200555,Alto Horizonte,,,,18134.386052272,
GO,5200605,Alto Paraíso de Goiás,8295.5777916006,5932.1803525698,12060.1041474903,51258.9875775678,
GO,5200803,Alvorada do Norte,10421.8712833178,22818.7630585489,30372.3969614211,52898.3307251625,
GO,5200829,Amaralina,,,,11210.4860212636,
GO,5200852,Americano do Brasil,,,26784.8386974501,41495.480181527,
GO,5200902,Amorinópolis,18983.6210376423,29418.7513030251,21046.1658516403,32701.4235222972,
GO,5201108,Anápolis,1034105.55167386,1998203.72556163,2463732.40778408,4067110.35561189,
GO,5201207,Anhanguera,6838.8603587202,5737.3994100966,4698.0875799606,11517.1706465136,
GO,5201306,Anicuns,81212.247762052,132224.279251714,111956.847917256,204320.187957049,
GO,5201405,Aparecida de Goiânia,26403.9508052075,357525.99446925,1204777.48391962,4916455.8845161,
GO,5201454,Aparecida do Rio Doce,,,,24012.8182785924,
GO,5201504,Aporé,7591.6696495123,11918.9584085644,22896.0610984878,28383.8552335383,
GO,5201603,Araçu,16020.3813887437,22253.1569992564,20219.8391466517,37809.3717081951,
GO,5201702,Aragarças,24031.2751535562,78032.3873970163,72185.8987530839,150951.474334895,
GO,5201801,Aragoiânia,10157.8252473657,24451.9076813994,28132.1061011547,82252.1294441486,
GO,5202155,Araguapaz,,,31264.8776386912,54364.8353727421,
GO,5202353,Arenópolis,,,21131.1315691246,31559.2409229384,
GO,5202502,Aruanã,12352.9662224573,30167.7079378137,31045.7834368983,36242.0833264261,
GO,5202601,Aurilândia,24320.2571438977,22307.6417736946,29839.1889511286,36977.8198807809,
GO,5202809,Avelinópolis,7168.559736976,12320.1121864401,11959.4958199086,24055.220272263,
GO,5203104,Baliza,6012.5123773081,7536.4663364809,7565.0686749626,13080.4131433022,
GO,5203203,Barro Alto,17898.3594078069,34949.6967207164,37233.8804654608,44942.0333338934,
GO,5203302,Bela Vista de Goiás,51442.0336200881,91837.9869084284,115543.407223023,178336.661390539,
GO,5203401,Bom Jardim de Goiás,13672.5445311862,43153.1450218098,35566.0341224886,59820.4558137468,
GO,5203500,Bom Jesus de Goiás,30656.5293410521,75219.2408159482,100801.796573159,161597.153910539,
GO,5203559,Bonfinópolis,,,14570.7845057793,45819.4567662689,
GO,5203575,Bonópolis,,,,15706.1023124065,
GO,5203609,Brazabrantes,8139.9117205457,10485.0959855384,11214.7648553548,23406.9890434126,
GO,5203807,Britânia,7913.4629252359,20367.4873129811,25789.5042687328,43490.9011408015,
GO,5203906,Buriti Alegre,61974.5994753578,82927.0143854483,72962.9089381364,103735.972853735,
GO,5203939,Buriti de Goiás,,,,21796.3310278899,
GO,5203962,Buritinópolis,,,,11594.6926420296,
GO,5204003,Cabeceiras,9515.9238235167,14381.9242021553,25350.1604753771,65902.7805665379,
GO,5204102,Cachoeira Alta,31341.2335354823,46904.4625256893,57459.4437169082,108553.740510463,
GO,5204201,Cachoeira de Goiás,5459.495380278,5885.3988934702,8468.7794236185,15562.8760031763,
GO,5204250,Cachoeira Dourada,,,49329.4782172566,76095.0037388573,
GO,5204300,Caçu,27484.3309990462,69685.2493273989,73476.6592124575,133226.703889371,
GO,5204409,Caiapônia,67482.9618421048,123922.673604527,73175.1632791341,147343.62300441,
GO,5204508,Caldas Novas,34289.676781208,88489.5040815973,242894.905707722,673541.835562068,
GO,5204557,Caldazinha,,,,22026.0669020793,
GO,5204607,Campestre de Goiás,7516.3735952805,8956.3556812639,12136.0378597391,20100.2391631859,
GO,5204656,Campinaçu,,,14575.4510051451,20683.568711934,
GO,5204706,Campinorte,17547.7385390211,35954.6932580719,34304.5228656513,70521.9919995639,
GO,5204805,Campo Alegre de Goiás,15270.3766588943,16367.6672292319,24409.6623992194,43038.9738614259,
GO,5204854,Campo Limpo de Goiás,,,,,
GO,5204904,Campos Belos,17103.2762087869,50342.4335244115,63138.5795338581,109674.234653216,
GO,5204953,Campos Verdes,,,59585.2813600751,42900.8606713632,
GO,5205000,Carmo do Rio Verde,41205.4507754608,37009.667320859,44198.9852836828,62039.2981825533,
GO,5205059,Castelândia,,,,36612.4914091186,
GO,5205109,Catalão,200191.429545174,347392.157213398,522884.15964492,936542.279142456,
GO,5205208,Caturaí,14845.2383912664,21340.5530570656,18559.8065415731,32894.3039832432,
GO,5205307,Cavalcante,21951.5014491663,18120.648988089,15426.6718943698,36051.9211802881,
GO,5205406,Ceres,161242.844145003,190738.323755041,164759.364816494,241370.528907676,
GO,5205455,Cezarina,,,28870.0265521108,58758.0146771017,
GO,5205471,Chapadão do Céu,,,,43944.2208673532,
GO,5205497,Cidade Ocidental,,,,719407.724081035,
GO,5205513,Cocalzinho de Goiás,,,,151109.016264709,
GO,5205521,Colinas do Sul,,,7635.8664688562,18916.5485192182,
GO,5205703,Córrego do Ouro,20162.1195887985,18855.5522521723,12858.9747317334,22543.8253595248,
GO,5205802,Corumbá de Goiás,45925.8065004836,61838.2456746652,70173.9069713014,103812.499779408,
GO,5205901,Corumbaíba,32281.9053145539,36228.174959979,34159.8819135052,64408.0914864591,
GO,5206206,Cristalina,41893.5380358256,92060.0501507281,141827.028544697,430961.823291734,
GO,5206305,Cristianópolis,7678.2606131187,12364.6545246091,16315.3587001769,30105.9854610979,
GO,5206404,Crixás,39843.3032773609,94960.8444961405,91175.2210117503,116552.181869182,
GO,5206503,Cromínia,13827.5244103288,19645.8890452362,20627.1925994404,35106.4288013612,
GO,5206602,Cumari,22583.8446021044,27446.1160663884,18850.6161494393,34721.9386449483,
GO,5206701,Damianópolis,6040.8591027141,5814.604451639,8187.0991896846,15909.8002702194,
GO,5206800,Damolândia,13478.9127803272,12615.5927529,14012.6750275318,20898.2290734728,
GO,5206909,Davinópolis,8865.9341929793,8993.7792423177,8952.6035072505,17190.734181616,
GO,5207105,Diorama,9459.4251311279,11884.3443397097,9777.5361491698,18280.3401090368,
GO,5207253,Doverlândia,,,36783.4729518165,57727.8877921348,
GO,5207352,Edealina,,,20837.3431881204,33212.2204223937,
GO,5207402,Edéia,31544.5895772608,65093.2548520779,54684.3712838001,100919.21613381,
GO,5207501,Estrela do Norte,7670.1063804564,17027.05364926,17013.2240569365,27997.6639393623,
GO,5207535,Faina,,,23117.3033063009,45032.3873343623,
GO,5207600,Fazenda Nova,23060.6001830927,45188.985865398,37158.2384576134,52822.0225971975,
GO,5207808,Firminópolis,44210.239609253,58135.0281947482,60431.5124355375,86951.2679940829,
GO,5207907,Flores de Goiás,8334.9936896154,7518.2034659389,9180.6966013449,23396.6289077912,
GO,5208004,Formosa,147958.716046456,299684.195058694,388771.209706246,1003746.93420558,
GO,5208103,Formoso,22478.9650394532,68037.5611056873,31679.353602126,40132.2083691217,
GO,5208152,Gameleira de Goiás,,,,,
GO,5208301,Divinópolis de Goiás,8104.3481761097,9887.8152434491,13556.5259092308,29242.0058828862,
GO,5208400,Goianápolis,17645.3041249094,37310.7407217674,41870.0144507473,114723.427167267,
GO,5208509,Goiandira,32761.2237285724,45982.5859613698,35519.0591329588,56421.1964870347,
GO,5208608,Goianésia,136735.723628996,251841.238008001,340197.01976633,556997.67007622,
GO,5208707,Goiânia,5312946.21171006,11305574.6350888,15854492.0854779,30233398.7994996,
GO,5208806,Goianira,21929.121398747,42592.6362948224,67600.8004269039,236828.81908989,
GO,5208905,Goiás,160575.329945508,228810.43580588,171859.252909336,273398.535955537,
GO,5209101,Goiatuba,146139.440661789,233393.116414721,282400.3220001,370318.37288072,
GO,5209150,Gouvelândia,,,19098.2360378072,30996.4761244889,
GO,5209200,Guapó,30078.848578918,60901.3811189129,83455.8048077164,114695.558766592,
GO,5209291,Guaraíta,,,,18131.5588291083,
GO,5209408,Guarani de Goiás,5999.7319375316,7222.3441442435,9454.763890269,17930.1700282612,
GO,5209457,Guarinos,,,9143.4820045842,16858.2265713435,
GO,5209606,Heitoraí,16126.0789817659,14718.7750760151,13510.5839646725,27760.3814130073,
GO,5209705,Hidrolândia,26320.9649415301,36524.8722855786,49034.6426219375,171686.607449425,
GO,5209804,Hidrolina,13589.3309018548,21086.0609188653,20363.1467514291,34444.6311574412,
GO,5209903,Iaciara,9436.8824194364,31753.4894163803,29897.7037482311,57580.7295871035,
GO,5209937,Inaciolândia,,,,39362.2988068343,
GO,5209952,Indiara,,,59634.0714310956,98852.1715621315,
GO,5210000,Inhumas,181768.675688077,270539.861552881,360088.00592454,534716.460558384,
GO,5210109,Ipameri,164605.456024063,175288.97627329,154748.507437662,300619.861680916,
GO,5210158,Ipiranga de Goiás,,,,,
GO,5210208,Iporá,80943.0474499714,212660.101608949,220946.573630929,317551.658420539,
GO,5210307,Israelândia,14304.9230374877,18994.3885664998,15339.3698614541,22200.1117557987,
GO,5210406,Itaberaí,100643.704700686,150913.701030751,147081.732964599,246411.996188567,
GO,5210562,Itaguari,,,20842.252370609,39048.158474436,
GO,5210604,Itaguaru,25881.1513285288,30147.5738899886,30582.5211688875,48301.200880274,
GO,5210802,Itajá,11931.4023023858,33995.5481436552,39189.6850972412,72950.4523503285,
GO,5210901,Itapaci,31677.1466087271,62179.4392873656,69504.6043993959,120390.121652677,
GO,5211008,Itapirapuã,39315.219836028,53295.5180798708,40828.4913626186,77414.3871009291,
GO,5211206,Itapuranga,96278.3089469002,152309.253585766,168729.54884713,224694.155186877,
GO,5211305,Itarumã,15402.5002376536,23835.8791885336,29736.9623122427,53264.122753304,
GO,5211404,Itauçu,32284.113412866,54415.0559507343,48347.6337713629,70802.1373352528,
GO,5211503,Itumbiara,383179.045561726,826137.593892359,799132.758600789,1161936.52531515,
GO,5211602,Ivolândia,14783.6990031239,18452.2549378622,12567.5275180445,21615.4235538236,
GO,5211701,Jandaia,37382.5395688639,52225.1351617055,37197.8755631325,61957.5488816948,
GO,5211800,Jaraguá,149074.771224417,179510.238526539,135522.197606477,302944.507111971,
GO,5211909,Jataí,315951.096948213,488211.101931857,581906.452444848,1047657.10692322,
GO,5212006,Jaupaci,7580.2744377817,9176.8397459478,14571.6342201019,25608.832366414,
GO,5212055,Jesúpolis,,,,14682.2794298722,
GO,5212105,Joviânia,29590.1453931329,44802.4157762629,39480.9734758241,72982.2710490209,
GO,5212204,Jussara,62467.5889980694,129591.815097653,128449.308594376,179948.689813525,
GO,5212253,Lagoa Santa,,,,,
GO,5212303,Leopoldo de Bulhões,40423.0751474783,43069.2694188057,36077.5797956971,62348.5519700626,
GO,5212501,Luziânia,121038.631160694,715826.759502834,1569538.53639316,1727462.20482772,
GO,5212600,Mairipotaba,7273.5628087014,13255.4665020277,15152.3368738936,23593.8864149042,
GO,5212709,Mambaí,12244.9710148878,9005.8266305789,15209.7054184507,24801.1736029382,
GO,5212808,Mara Rosa,38162.8897174732,72419.9343498835,74085.9820479281,83858.7648030675,
GO,5212907,Marzagão,5472.9296851006,7148.6409968675,10677.405663912,18235.6627610709,
GO,5212956,Matrinchã,,,14528.6367436202,32979.5422209417,
GO,5213004,Maurilândia,16979.777856951,37477.3581557227,46988.589550472,77407.4405001624,
GO,5213053,Mimoso de Goiás,,,8965.1115932033,20217.3110479723,
GO,5213087,Minaçu,,123320.402347872,160641.314567955,297065.731065039,
GO,5213103,Mineiros,98645.7595024868,200060.167266728,317339.313453156,523092.08914296,
GO,5213400,Moiporá,14651.0783440309,9931.4758869941,9179.4454977636,16017.4725439279,
GO,5213509,Monte Alegre de Goiás,9709.0873665937,16107.8348683625,14936.6978093764,26393.3942088149,
GO,5213707,Montes Claros de Goiás,22278.6790536939,42072.3218292881,43899.437808253,60442.7964867231,
GO,5213756,Montividiu,,,29605.4019992098,70306.6999980915,
