Renda per capita média
Sigla,Código,Município,1991,2000,2010,
MG,3117876,Confins,227.6,348.75,647.2,
MG,3117900,Congonhal,344.71,385.86,553.81,
MG,3118007,Congonhas,358.04,443.57,760.35,
MG,3118106,Congonhas do Norte,134.56,215.01,270.3,
MG,3118205,Conquista,253.38,565.4,678.21,
MG,3118304,Conselheiro Lafaiete,360.62,515.08,781.59,
MG,3118403,Conselheiro Pena,212.17,412.79,445.95,
MG,3118502,Consolação,174.56,246.92,395.33,
MG,3118601,Contagem,406.37,561.76,824.3,
MG,3118700,Coqueiral,250.04,380.87,495.77,
MG,3118809,Coração de Jesus,132.37,244.91,287.28,
MG,3118908,Cordisburgo,205.14,358.07,440.09,
MG,3119005,Cordislândia,259.33,318.96,468.59,
MG,3119104,Corinto,291.55,383.18,499.56,
MG,3119203,Coroaci,118.25,278.51,362.9,
MG,3119302,Coromandel,332.93,493.92,753.35,
MG,3119401,Coronel Fabriciano,372.65,517.45,685.48,
MG,3119500,Coronel Murta,120.19,182.84,291.66,
MG,3119609,Coronel Pacheco,211.64,405.33,525.62,
MG,3119708,Coronel Xavier Chaves,155.94,249.61,518.32,
MG,3119807,Córrego Danta,290.71,441.38,561.81,
MG,3119906,Córrego do Bom Jesus,235.81,328.97,501.15,
MG,3119955,Córrego Fundo,222.91,327.86,477.36,
MG,3120003,Córrego Novo,134.92,219.66,327.06,
MG,3120102,Couto de Magalhães de Minas,239.07,257.86,333.91,
MG,3120151,Crisólita,119.42,200.71,294.11,
MG,3120201,Cristais,264.49,477.98,780.18,
MG,3120300,Cristália,111.84,132.2,200.51,
MG,3120409,Cristiano Otoni,194.98,302.95,458.68,
MG,3120508,Cristina,288.83,338.15,442.25,
MG,3120607,Crucilândia,424.54,442.87,464.17,
MG,3120706,Cruzeiro da Fortaleza,320.13,519.8,707.8,
MG,3120805,Cruzília,270.81,372.55,520.72,
MG,3120839,Cuparaque,196.48,279.72,381.64,
MG,3120870,Curral de Dentro,143.33,148.26,279.64,
MG,3120904,Curvelo,295.88,415.45,581.65,
MG,3121001,Datas,173.75,172.15,313.84,
MG,3121100,Delfim Moreira,263.15,330.61,454.36,
MG,3121209,Delfinópolis,261.58,399.34,632.28,
MG,3121258,Delta,308.88,398.12,523.34,
MG,3121308,Descoberto,183.3,365.1,477.97,
MG,3121407,Desterro de Entre Rios,116.66,220.74,348.88,
MG,3121506,Desterro do Melo,165.4,238.79,373.25,
MG,3121605,Diamantina,274.77,417.16,597.41,
MG,3121704,Diogo de Vasconcelos,146.15,153.84,291.48,
MG,3121803,Dionísio,175.48,240.06,461.02,
MG,3121902,Divinésia,138.13,319.18,441.49,
MG,3122009,Divino,217.52,306.14,426.94,
MG,3122108,Divino das Laranjeiras,156.15,403.44,388.4,
MG,3122207,Divinolândia de Minas,127.71,233.71,340.1,
MG,3122306,Divinópolis,418.17,646.77,868.57,
MG,3122355,Divisa Alegre,119.73,197.26,341.94,
MG,3122405,Divisa Nova,384,384.24,484.91,
MG,3122454,Divisópolis,116.21,187.98,290.45,
MG,3122470,Dom Bosco,225.27,251.4,394.72,
MG,3122504,Dom Cavati,279.95,400.74,485.9,
MG,3122603,Dom Joaquim,135.27,227.66,355.58,
MG,3122702,Dom Silvério,179.59,346.47,488.84,
MG,3122801,Dom Viçoso,211.21,258.81,371.63,
MG,3122900,Dona Eusébia,213.04,344.9,563.76,
MG,3123007,Dores de Campos,232.8,363.81,520.98,
MG,3123106,Dores de Guanhães,148.17,231.35,361.09,
MG,3123205,Dores do Indaiá,433.06,469.35,663.62,
MG,3123304,Dores do Turvo,146.31,275.62,363.3,
MG,3123403,Doresópolis,207.52,312.57,461.8,
MG,3123502,Douradoquara,291.2,418.18,640.34,
MG,3123528,Durandé,114.76,339.47,392.68,
MG,3123601,Elói Mendes,386.51,539.34,577.5,
MG,3123700,Engenheiro Caldas,212.27,258.54,407.77,
MG,3123809,Engenheiro Navarro,164.74,185.34,332.37,
MG,3123858,Entre Folhas,113.84,240.1,373.1,
MG,3123908,Entre Rios de Minas,184.45,365.83,527.33,
MG,3124005,Ervália,154.64,338.34,429.35,
MG,3124104,Esmeraldas,222.27,369.34,452.62,
MG,3124203,Espera Feliz,229.71,347.93,496.04,
MG,3124302,Espinosa,149.11,215.89,299.13,
MG,3124401,Espírito Santo do Dourado,251.1,391.94,486.55,
MG,3124500,Estiva,310.88,482.15,547.01,
MG,3124609,Estrela Dalva,317.98,512.41,701.83,
MG,3124708,Estrela do Indaiá,341.46,372.15,547.21,
MG,3124807,Estrela do Sul,262.14,319.54,600.41,
MG,3124906,Eugenópolis,206.59,413.03,486.46,
MG,3125002,Ewbank da Câmara,217.18,300.44,391.34,
MG,3125101,Extrema,418.55,543.95,745.21,
MG,3125200,Fama,368.19,499.58,624.24,
MG,3125309,Faria Lemos,201.27,376.89,544.77,
MG,3125408,Felício dos Santos,77.04,146.34,274.2,
MG,3125507,São Gonçalo do Rio Preto,129.69,227.45,321.22,
MG,3125606,Felisburgo,146.58,198.31,290.8,
MG,3125705,Felixlândia,269.31,296.51,459.52,
MG,3125804,Fernandes Tourinho,108.26,194.02,351.58,
MG,3125903,Ferros,189.51,223.43,392.08,
MG,3125952,Fervedouro,121.2,261.47,301.55,
MG,3126000,Florestal,368.01,429.54,741.46,
MG,3126109,Formiga,332.46,503.03,746.8,
MG,3126208,Formoso,211.57,311.16,370.41,
MG,3126307,Fortaleza de Minas,262.56,361.54,562.53,
MG,3126406,Fortuna de Minas,213.36,308.12,459.52,
MG,3126505,Francisco Badaró,87.31,176.83,286.56,
MG,3126604,Francisco Dumont,181.44,188.86,326.7,
MG,3126703,Francisco Sá,154.35,199.65,344.32,
MG,3126752,Franciscópolis,116.04,117.29,296.76,
MG,3126802,Frei Gaspar,80.52,153.58,275.62,
MG,3126901,Frei Inocêncio,241.46,298.61,389.61,
MG,3126950,Frei Lagonegro,90.37,122.08,201.83,
MG,3127008,Fronteira,439.36,507.79,598.68,
MG,3127057,Fronteira dos Vales,112.74,122.78,255.11,
MG,3127073,Fruta de Leite,75.5,108.04,241.93,
MG,3127107,Frutal,457.57,594.7,752.01,
MG,3127206,Funilândia,295.06,324.46,360.59,
MG,3127305,Galiléia,205.51,294.63,442.14,
MG,3127339,Gameleiras,100.88,124.52,258.85,
MG,3127354,Glaucilândia,132.47,198.21,293.97,
MG,3127370,Goiabeira,147.04,227.36,398.14,
MG,3127388,Goianá,198.39,400.14,558.09,
MG,3127404,Gonçalves,280.4,398.06,519.03,
MG,3127503,Gonzaga,128.23,153.92,258.04,
MG,3127602,Gouveia,200.04,280.84,382.78,
MG,3127701,Governador Valadares,420.39,618.21,678.74,
MG,3127800,Grão Mogol,175.12,201.87,293.87,
MG,3127909,Grupiara,272.87,318.45,548.38,
MG,3128006,Guanhães,213.99,330.76,560.99,
MG,3128105,Guapé,230.68,372.43,487.68,
MG,3128204,Guaraciaba,118.17,229.83,373.48,
MG,3128253,Guaraciama,103.15,177.02,306.99,
MG,3128303,Guaranésia,302.92,527.73,598.17,
MG,3128402,Guarani,263.56,372.95,568.73,
MG,3128501,Guarará,245.85,465.28,457.9,
MG,3128600,Guarda-Mor,361.13,443.52,660.72,
MG,3128709,Guaxupé,447.28,594.15,746.7,
MG,3128808,Guidoval,217.86,427.65,512.85,
MG,3128907,Guimarânia,332.17,454.24,552.31,
MG,3129004,Guiricema,171.38,275.55,469.56,
MG,3129103,Gurinhatã,260.11,435.77,587.76,
MG,3129202,Heliodora,213.45,397.68,474,
MG,3129301,Iapu,194.78,256.07,427.85,
MG,3129400,Ibertioga,240.97,272.52,347.21,
MG,3129509,Ibiá,328.73,779.08,781.68,
MG,3129608,Ibiaí,132.13,177.01,269.24,
MG,3129657,Ibiracatu,123.63,110.95,225.72,
MG,3129707,Ibiraci,364.73,484.09,609.71,
MG,3129806,Ibirité,224.7,306.87,525.64,
MG,3129905,Ibitiúra de Minas,330.98,501.71,479.81,
MG,3130002,Ibituruna,267.5,308.1,426.36,
MG,3130051,Icaraí de Minas,124.43,136.75,277.4,
MG,3130101,Igarapé,290.84,399.8,570.58,
MG,3130200,Igaratinga,301.42,363.1,556.96,
MG,3130309,Iguatama,305.51,505.85,604.59,
MG,3130408,Ijaci,163.88,324.97,495.95,
MG,3130507,Ilicínea,233.2,463.52,500.79,
MG,3130556,Imbé de Minas,124.04,253.71,281.68,
MG,3130606,Inconfidentes,349.92,511.3,579.13,
MG,3130655,Indaiabira,130.85,146.2,286.93,
MG,3130705,Indianópolis,294.58,497.73,499.36,
MG,3130804,Ingaí,288.12,532.57,602.08,
MG,3130903,Inhapim,181.02,297.21,434.81,
MG,3131000,Inhaúma,231.5,312.32,477.55,
MG,3131109,Inimutaba,211.82,224.81,389.93,
MG,3131158,Ipaba,130.6,238.72,403.9,
MG,3131208,Ipanema,226.49,345.86,518.1,
MG,3131307,Ipatinga,417.92,613.05,862.91,
MG,3131406,Ipiaçu,245.13,516.97,550.98,
MG,3131505,Ipuiúna,635.19,673.7,719.24,
MG,3131604,Iraí de Minas,462.49,434.64,642.98,
MG,3131703,Itabira,395.73,522.41,744.61,
MG,3131802,Itabirinha de Mantena,190.25,304.34,390.33,
MG,3131901,Itabirito,361.18,500.41,784.55,
MG,3132008,Itacambira,87.27,112.54,277.92,
MG,3132107,Itacarambi,133.26,201.66,321.22,
MG,3132206,Itaguara,279.72,418.14,610.65,
MG,3132305,Itaipé,105.95,204.43,277.8,
MG,3132404,Itajubá,474.06,694.02,948.2,
MG,3132503,Itamarandiba,160.96,215.21,374.21,
MG,3132602,Itamarati de Minas,207.17,410.13,540.7,
MG,3132701,Itambacuri,203.68,305.78,370.48,
MG,3132800,Itambé do Mato Dentro,171.5,204.82,345.17,
MG,3132909,Itamogi,298.36,458.46,502.2,
MG,3133006,Itamonte,233.75,467.18,604.91,
MG,3133105,Itanhandu,429.36,595.94,706.47,
MG,3133204,Itanhomi,184.03,265.92,474.77,
MG,3133303,Itaobim,143.19,245.78,362.88,
MG,3133402,Itapagipe,386.92,477.14,741.95,
MG,3133501,Itapecerica,264.93,444.54,594.71,
MG,3133600,Itapeva,401.88,419.31,620.04,
MG,3133709,Itatiaiuçu,232.21,328.8,490.54,
MG,3133758,Itaú de Minas,381.39,515.44,913.39,
MG,3133808,Itaúna,411.39,620.85,847.74,
MG,3133907,Itaverava,164.54,161.53,363.06,
MG,3134004,Itinga,103.08,125.35,260,
MG,3134103,Itueta,159.56,289.33,429.77,
MG,3134202,Ituiutaba,474.8,605.26,824.46,
MG,3134301,Itumirim,219.17,387.36,533.39,
MG,3134400,Iturama,435.12,667.49,753.23,
MG,3134509,Itutinga,248.15,372.61,634.33,
MG,3134608,Jaboticatubas,228.56,376.1,602.48,
MG,3134707,Jacinto,129.06,182.59,325.42,
MG,3134806,Jacuí,219.22,384.64,558.14,
MG,3134905,Jacutinga,378.24,734.54,717.25,
MG,3135001,Jaguaraçu,194.15,276.51,508.65,
MG,3135050,Jaíba,131.47,232.36,376.73,
MG,3135076,Jampruca,172.87,192.32,344.6,
MG,3135100,Janaúba,216.22,304.07,468.29,
MG,3135209,Januária,190.05,234.92,359.19,
MG,3135308,Japaraíba,202.4,399.35,541.09,
MG,3135357,Japonvar,81.6,111.23,254.77,
MG,3135407,Jeceaba,164.03,293.52,401.99,
MG,3135456,Jenipapo de Minas,103.35,184.06,309.77,
MG,3135506,Jequeri,142.94,210.87,348.73,
MG,3135605,Jequitaí,162.73,213.76,345.53,
MG,3135704,Jequitibá,146.29,317.08,1007.03,
MG,3135803,Jequitinhonha,159.43,248.66,376.03,
MG,3135902,Jesuânia,197.47,391.45,533.26,
MG,3136009,Joaíma,193.57,238.07,281.18,
MG,3136108,Joanésia,116.42,238.82,369.24,
MG,3136207,João Monlevade,355.22,476.85,724.4,
MG,3136306,João Pinheiro,267.41,387.79,562.24,
MG,3136405,Joaquim Felício,143.29,287.41,433.58,
MG,3136504,Jordânia,191.07,207.04,362.77,
MG,3136520,José Gonçalves de Minas,121.88,212.9,328.27,
MG,3136553,José Raydan,108.67,185.25,327.01,
MG,3136579,Josenópolis,111.75,146.69,232.47,
MG,3136603,Nova União,158.5,330.45,387.68,
MG,3136652,Juatuba,221.84,377.22,517.18,
MG,3136702,Juiz de Fora,607.97,828.93,1050.88,
MG,3136801,Juramento,142.24,197,335.93,
MG,3136900,Juruaia,215.85,476.75,1122.1,
MG,3136959,Juvenília,94.21,135.67,223.32,
MG,3137007,Ladainha,90.89,141.01,226.72,
MG,3137106,Lagamar,233.45,360.19,592.95,
MG,3137205,Lagoa da Prata,284.38,496.47,707.01,
MG,3137304,Lagoa dos Patos,190.27,168.26,321.11,
MG,3137403,Lagoa Dourada,197.1,308.16,522.62,
MG,3137502,Lagoa Formosa,291.45,411.91,693.25,
MG,3137536,Lagoa Grande,165.4,375.81,543.58,
MG,3137601,Lagoa Santa,409.12,582.75,1089.96,
MG,3137700,Lajinha,215.71,342.75,482.87,
MG,3137809,Lambari,286.29,549.71,597.16,
MG,3137908,Lamim,118.48,219.63,386.1,
MG,3138005,Laranjal,192.05,402.77,601.49,
MG,3138104,Lassance,182.66,210.36,364.3,
MG,3138203,Lavras,435.67,683.03,889.65,
MG,3138302,Leandro Ferreira,252.71,385.81,649.92,
MG,3138351,Leme do Prado,165.4,240.52,338.71,
MG,3138401,Leopoldina,302.52,482.84,609.5,
MG,3138500,Liberdade,250.5,334.14,546.79,
MG,3138609,Lima Duarte,251.92,365.97,645.22,
MG,3138625,Limeira do Oeste,193.73,375.62,595.92,
MG,3138658,Lontra,109.88,152,312.77,
MG,3138674,Luisburgo,187.22,374.93,355.95,
MG,3138682,Luislândia,72.44,146.52,273.73,
MG,3138708,Luminárias,206.7,529.37,474.29,
MG,3138807,Luz,530.58,746.8,720.88,
MG,3138906,Machacalis,169.27,183.21,350.63,
MG,3139003,Machado,395.56,622.75,701.58,
MG,3139102,Madre de Deus de Minas,220.65,294.97,508.21,
MG,3139201,Malacacheta,128.78,242.25,353.28,
MG,3139250,Mamonas,92.36,180.75,269.87,
MG,3139300,Manga,269.69,320.28,387.71,
MG,3139409,Manhuaçu,311.84,545.15,592.99,
MG,3139508,Manhumirim,298.2,408.83,547.24,
MG,3139607,Mantena,237.51,482.88,505.08,
MG,3139706,Maravilhas,346.96,308.56,442.51,
MG,3139805,Mar de Espanha,254.21,459.37,598.93,
MG,3139904,Maria da Fé,269.14,379.9,445.11,
MG,3140001,Mariana,325.58,424.84,641.84,
MG,3140100,Marilac,136.71,213.32,354.33,
MG,3140159,Mário Campos,212.94,332.05,551.93,
MG,3140209,Maripá de Minas,252.96,499.84,510.92,
MG,3140308,Marliéria,148.85,325.29,401.74,
MG,3140407,Marmelópolis,158.77,284.93,367.73,
MG,3140506,Martinho Campos,256.32,450.04,579.07,
MG,3140530,Martins Soares,188.22,350.28,376.88,
MG,3140555,Mata Verde,115.06,224.51,298.19,
MG,3140605,Materlândia,163.67,167.97,255.52,
MG,3140704,Mateus Leme,290.78,431,579.23,
MG,3140803,Matias Barbosa,332.29,448.92,633.76,
MG,3140852,Matias Cardoso,100.68,127.67,303,
MG,3140902,Matipó,200.06,337.41,403.48,
MG,3141009,Mato Verde,159.27,217.64,343.76,
MG,3141108,Matozinhos,261.61,464.35,584.15,
MG,3141207,Matutina,366.11,469.88,820.03,
MG,3141306,Medeiros,413.3,628.23,715.52,
MG,3141405,Medina,152.01,184.74,388.82,
MG,3141504,Mendes Pimentel,175.89,243.56,372.96,
MG,3141603,Mercês,175.8,306.28,561.75,
MG,3141702,Mesquita,158.94,299.61,424.12,
MG,3141801,Minas Novas,107.16,163.73,334.06,
MG,3141900,Minduri,195.55,394.44,404.95,
MG,3142007,Mirabela,172.62,203.28,326.06,
MG,3142106,Miradouro,164.86,308.44,443.39,
MG,3142205,Miraí,247.77,380.65,493.91,
MG,3142254,Miravânia,75.06,127.08,235.64,
MG,3142304,Moeda,182.55,325.95,477.77,
MG,3142403,Moema,272.9,584.02,634.04,
MG,3142502,Monjolos,179.05,382.73,360.58,
MG,3142601,Monsenhor Paulo,350.03,489.44,555.78,
MG,3142700,Montalvânia,224.75,260.08,305.88,
MG,3142809,Monte Alegre de Minas,402.17,445.54,619.1,
MG,3142908,Monte Azul,128.46,176.8,358.13,
MG,3143005,Monte Belo,244.69,419.3,539.84,
MG,3143104,Monte Carmelo,405.93,514.01,689.45,
MG,3143153,Monte Formoso,73.06,124.97,206.62,
MG,3143203,Monte Santo de Minas,312.93,494.1,584.09,
MG,3143302,Montes Claros,327.75,485.55,650.62,
MG,3143401,Monte Sião,374.05,779.5,760.69,
MG,3143450,Montezuma,91.23,177.59,308.78,
MG,3143500,Morada Nova de Minas,257.12,348.28,577.61,
MG,3143609,Morro da Garça,143.46,274.85,376.88,
MG,3143708,Morro do Pilar,182.03,331.05,382.62,
MG,3143807,Munhoz,268.43,449.99,412.79,
MG,3143906,Muriaé,363.56,498.08,758.46,
MG,3144003,Mutum,153.76,422.44,415.41,
MG,3144102,Muzambinho,340.26,652.75,719.94,
MG,3144201,Nacip Raydan,148.81,197.58,429.34,
MG,3144300,Nanuque,271.4,451.81,505.55,
MG,3144359,Naque,212.12,236.44,408.75,
MG,3144375,Natalândia,216.46,285.13,431.11,
MG,3144409,Natércia,226.4,595.62,541.69,
MG,3144508,Nazareno,180.66,305.48,491.13,
MG,3144607,Nepomuceno,328.85,429.72,480.79,
MG,3144656,Ninheira,114.3,159.46,210.17,
MG,3144672,Nova Belém,86.03,269.65,265.9,
MG,3144706,Nova Era,368.1,435.88,532.58,
MG,3144805,Nova Lima,475.88,829.3,1731.84,
MG,3144904,Nova Módica,162.06,245.27,355.66,
MG,3145000,Nova Ponte,427.62,618.31,771.68,
MG,3145059,Nova Porteirinha,120.08,235.85,302.09,
MG,3145109,Nova Resende,320.01,491.86,576.41,
MG,3145208,Nova Serrana,370.14,735.92,659.74,
MG,3145307,Novo Cruzeiro,98.15,246.23,264.66,
MG,3145356,Novo Oriente de Minas,142.25,153.25,274.37,
MG,3145372,Novorizonte,116.34,199.45,299.95,
MG,3145406,Olaria,178.86,371.1,423.44,
MG,3145455,Olhos-d'Água,121.79,141.47,348.9,
MG,3145505,Olímpio Noronha,313.78,318.46,475.23,
MG,3145604,Oliveira,281.88,465.21,588.2,
MG,3145703,Oliveira Fortes,177.94,232.74,369.25,
MG,3145802,Onça de Pitangui,206.26,403.73,446.23,
MG,3145851,Oratórios,184.29,187.97,395.74,
MG,3145877,Orizânia,148.2,238.58,247.35,
MG,3145901,Ouro Branco,477.94,568.88,866.02,
MG,3146008,Ouro Fino,345,610.94,635.38,
MG,3146107,Ouro Preto,350.27,502.54,710.55,
MG,3146206,Ouro Verde de Minas,96.57,193.55,298.76,
MG,3146255,Padre Carvalho,162.95,212.82,286.32,
MG,3146305,Padre Paraíso,137.35,187.68,253.77,
MG,3146404,Paineiras,231.4,324.39,589.16,
MG,3146503,Pains,327.05,454.81,690.97,
MG,3146552,Pai Pedro,76.24,144.09,203.93,
MG,3146602,Paiva,187.28,327.43,476.35,
MG,3146701,Palma,228.76,393.1,494.63,
MG,3146750,Palmópolis,95.92,134.65,259.75,
MG,3146909,Papagaios,369.16,465.29,455.96,
MG,3147006,Paracatu,321.51,443.35,637.8,
MG,3147105,Pará de Minas,381.17,576.05,686.42,
MG,3147204,Paraguaçu,287.46,535.43,587.36,
MG,3147303,Paraisópolis,311.99,494.05,592.61,
MG,3147402,Paraopeba,263.49,433.64,530.79,
MG,3147501,Passabém,141.54,334.04,405.19,
MG,3147600,Passa Quatro,275.29,468.28,561.44,
MG,3147709,Passa Tempo,269.52,567.58,535.96,
MG,3147808,Passa-Vinte,180.03,351,493.38,
MG,3147907,Passos,466.72,613.26,802.97,
MG,3147956,Patis,115.24,118.02,244.72,
MG,3148004,Patos de Minas,430.92,602.52,843.57,
MG,3148103,Patrocínio,351.99,563.07,720.59,
MG,3148202,Patrocínio do Muriaé,258.57,318.05,590.26,
MG,3148301,Paula Cândido,156.29,238.96,407.91,
MG,3148400,Paulistas,144.12,198.98,321.22,
MG,3148509,Pavão,149.57,211.68,333.55,
MG,3148608,Peçanha,148.69,229.76,404.21,
MG,3148707,Pedra Azul,172.44,219.51,327.18,
MG,3148756,Pedra Bonita,87.07,248.58,256.67,
MG,3148806,Pedra do Anta,142.08,203.52,418.07,
MG,3148905,Pedra do Indaiá,256.84,372.91,578.46,
MG,3149002,Pedra Dourada,195.88,280.18,406.3,
MG,3149101,Pedralva,252.45,350.78,541.01,
MG,3149150,Pedras de Maria da Cruz,93.53,147.82,268.27,
MG,3149200,Pedrinópolis,269.78,527.03,702.77,
MG,3149309,Pedro Leopoldo,389.1,545.58,721.11,
MG,3149408,Pedro Teixeira,143.76,232.78,309.25,
MG,3149507,Pequeri,332.12,400.45,593.92,
MG,3149606,Pequi,368.28,433.47,522.22,
MG,3149705,Perdigão,284.47,577.46,668.59,
MG,3149804,Perdizes,426.06,537.97,861.29,
MG,3149903,Perdões,281.16,468.67,663.06,
MG,3149952,Periquito,149.35,207.89,320.07,
MG,3150000,Pescador,153.51,257.44,367.74,
MG,3150109,Piau,228.74,247.66,449.68,
MG,3150158,Piedade de Caratinga,131.69,248.1,381.36,
MG,3150208,Piedade de Ponte Nova,254.05,322.51,368.71,
MG,3150307,Piedade do Rio Grande,167.72,237.08,428.95,
MG,3150406,Piedade dos Gerais,155.61,245.49,443.35,
MG,3150505,Pimenta,309.65,482.25,613.61,
MG,3150539,Pingo-d'Água,119.75,196.89,340.91,
MG,3150570,Pintópolis,105.34,144.94,260.14,
MG,3150604,Piracema,144.56,269.31,444.75,
MG,3150703,Pirajuba,422.7,531.74,838.37,
MG,3150802,Piranga,115.49,190.53,305.73,
MG,3150901,Piranguçu,248.99,317.59,504.1,
MG,3151008,Piranguinho,204.94,384.03,523.5,
MG,3151107,Pirapetinga,229.9,450.63,550.3,
MG,3151206,Pirapora,324.95,396.44,596.44,
MG,3151305,Piraúba,200.01,371.08,527.81,
MG,3151404,Pitangui,317.63,471.26,669,
MG,3151503,Piumhi,403.25,668.96,747.2,
MG,3151602,Planura,460.03,458.83,669.6,
MG,3151701,Poço Fundo,346.69,487.87,644.47,
MG,3151800,Poços de Caldas,580.65,867.68,953.96,
MG,3151909,Pocrane,128.11,279.89,365.67,
MG,3152006,Pompéu,290.82,478.26,598.83,
MG,3152105,Ponte Nova,346.28,479.58,679.67,
MG,3152131,Ponto Chique,115.84,159.67,269.28,
MG,3152170,Ponto dos Volantes,83.14,117.58,267.46,
MG,3152204,Porteirinha,139.22,201.55,320.48,
MG,3152303,Porto Firme,139.9,219.06,366.49,
MG,3152402,Poté,114.45,192.39,303.44,
MG,3152501,Pouso Alegre,538.74,770.44,878.26,
MG,3152600,Pouso Alto,261.38,372.81,778.57,
MG,3152709,Prados,176.15,284.56,485.2,
MG,3152808,Prata,375.21,542.88,782.28,
MG,3152907,Pratápolis,295.95,436.19,636.81,
MG,3153004,Pratinha,374.06,469.76,663.39,
MG,3153103,Presidente Bernardes,151.38,193.78,341.87,
MG,3153202,Presidente Juscelino,143.55,167.52,340.94,
MG,3153301,Presidente Kubitschek,150.5,182.86,282.93,
MG,3153400,Presidente Olegário,217.57,349.69,546.68,
MG,3153509,Alto Jequitibá,212.5,358.89,486.73,
MG,3153608,Prudente de Morais,208.12,316.13,481.48,
MG,3153707,Quartel Geral,200.44,346.52,539.78,
MG,3153806,Queluzito,155.84,338,513.72,
MG,3153905,Raposos,298.92,376.85,646.62,
MG,3154002,Raul Soares,186.03,371.34,480.45,
MG,3154101,Recreio,424.37,410.75,510.95,
MG,3154150,Reduto,168.1,331.47,449.53,
MG,3154200,Resende Costa,233.5,314.3,580.66,
MG,3154309,Resplendor,216.09,396.82,504.18,
MG,3154408,Ressaquinha,166.38,266.99,424.03,
MG,3154457,Riachinho,147.48,206.93,290.89,
MG,3154507,Riacho dos Machados,120.49,135.79,255.57,
MG,3154606,Ribeirão das Neves,236.82,319.28,479.77,
MG,3154705,Ribeirão Vermelho,329.41,583.95,617.88,
MG,3154804,Rio Acima,203.11,356.05,582.71,
MG,3154903,Rio Casca,243.42,370.53,460.2,
MG,3155009,Rio Doce,189.89,340.16,439.86,
MG,3155108,Rio do Prado,102.6,207.01,283.37,
MG,3155207,Rio Espera,130.11,204.21,286.36,
MG,3155306,Rio Manso,165.01,299.18,536.99,
MG,3155405,Rio Novo,282.13,503.12,519.69,
MG,3155504,Rio Paranaíba,295.87,432.8,727.2,
MG,3155603,Rio Pardo de Minas,128.67,168.53,306.96,
MG,3155702,Rio Piracicaba,259.15,368.52,516.18,
MG,3155801,Rio Pomba,300.98,469.01,601.31,
MG,3155900,Rio Preto,292.05,414.45,501.52,
MG,3156007,Rio Vermelho,134.27,212.89,271.44,
MG,3156106,Ritápolis,186.15,277.35,453.87,
MG,3156205,Rochedo de Minas,196.5,329.65,494.36,
MG,3156304,Rodeiro,164.72,388.72,635.26,
MG,3156403,Romaria,324.52,672.71,716.47,
MG,3156452,Rosário da Limeira,130.93,262.56,465.89,
MG,3156502,Rubelita,101.82,177.3,248.99,
MG,3156601,Rubim,165.82,191.7,311.79,
MG,3156700,Sabará,351.1,427.5,619.93,
MG,3156809,Sabinópolis,210.04,252.83,420.36,
MG,3156908,Sacramento,338.68,534.12,732.35,
MG,3157005,Salinas,167.02,268.51,613.65,
MG,3157104,Salto da Divisa,271.99,287.38,306.04,
MG,3157203,Santa Bárbara,283.5,384.91,535.84,
MG,3157252,Santa Bárbara do Leste,162.66,255.23,351.59,
MG,3157278,Santa Bárbara do Monte Verde,145.18,366.5,371.34,
MG,3157302,Santa Bárbara do Tugúrio,146.76,242.82,370.7,
MG,3157336,Santa Cruz de Minas,153.86,331.48,485.28,
MG,3157377,Santa Cruz de Salinas,117.29,117.07,242.55,
MG,3157401,Santa Cruz do Escalvado,114.79,190.59,374.23,
MG,3157500,Santa Efigênia de Minas,123.69,215.06,293.27,
MG,3157609,Santa Fé de Minas,139.64,196.31,313.25,
MG,3157658,Santa Helena de Minas,85.59,166.14,218.43,
MG,3157708,Santa Juliana,418.18,534.2,735,
MG,3157807,Santa Luzia,282.73,386.67,557.62,
MG,3157906,Santa Margarida,216.31,434.92,416.11,
MG,3158003,Santa Maria de Itabira,156.25,309.94,382.99,
MG,3158102,Santa Maria do Salto,108.25,195.69,321.15,
MG,3158201,Santa Maria do Suaçuí,255.51,255.32,401.16,
MG,3158300,Santana da Vargem,324.63,533.26,553.7,
MG,3158409,Santana de Cataguases,176.14,315.24,437.81,
MG,3158508,Santana de Pirapama,164.92,240.33,373.14,
MG,3158607,Santana do Deserto,213.62,321.76,484.73,
MG,3158706,Santana do Garambéu,182.02,247.95,452.48,
MG,3158805,Santana do Jacaré,295.05,364.15,470.2,
MG,3158904,Santana do Manhuaçu,177.32,290.05,383.28,
MG,3158953,Santana do Paraíso,194.75,289.9,495.81,
MG,3159001,Santana do Riacho,174.42,313.47,432.77,
MG,3159100,Santana dos Montes,132.02,170.51,352.48,
MG,3159209,Santa Rita de Caldas,275.2,466.37,597.4,
MG,3159308,Santa Rita de Jacutinga,226.17,352.65,535.45,
MG,3159357,Santa Rita de Minas,158.69,309.08,395.61,
MG,3159407,Santa Rita de Ibitipoca,109.23,293.6,391.79,
MG,3159506,Santa Rita do Itueto,138.36,270.99,352.98,
MG,3159605,Santa Rita do Sapucaí,411.24,621.02,738.4,
MG,3159704,Santa Rosa da Serra,180.5,396.61,603.01,
MG,3159803,Santa Vitória,283.29,461.96,698.7,
MG,3159902,Santo Antônio do Amparo,222.66,359.83,431.56,
MG,3160009,Santo Antônio do Aventureiro,177.17,274.05,485.5,
MG,3160108,Santo Antônio do Grama,188.52,280.53,393.12,
