Percentual da população de menos de 15 anos e da população de 65 anos e mais em relação à população de 15 a 64 anos
Sigla,Código,Município,1991,2000,2010,
MG,3104452,Aricanduva,93.25,76.04,58.37,
MG,3104502,Arinos,87.69,69.82,57.83,
MG,3104601,Astolfo Dutra,57.82,50.38,42.94,
MG,3104700,Ataléia,83.32,69.76,57.96,
MG,3104809,Augusto de Lima,76.56,65.35,54.97,
MG,3104908,Baependi,62.24,52.87,44.85,
MG,3105004,Baldim,67.59,63.76,52.64,
MG,3105103,Bambuí,48.21,46.89,42.39,
MG,3105202,Bandeira,83.84,62.18,53.12,
MG,3105301,Bandeira do Sul,58.61,52.28,42.73,
MG,3105400,Barão de Cocais,67.02,55.16,42.53,
MG,3105509,Barão de Monte Alto,68.26,63.27,51.8,
MG,3105608,Barbacena,54.11,48.14,40.39,
MG,3105707,Barra Longa,68.79,59.13,52.32,
MG,3105905,Barroso,58.49,48.39,43.57,
MG,3106002,Bela Vista de Minas,64,52.77,49.25,
MG,3106101,Belmiro Braga,57.86,56.48,51.72,
MG,3106200,Belo Horizonte,52.93,43.89,38.15,
MG,3106309,Belo Oriente,72.92,59,49.09,
MG,3106408,Belo Vale,61.62,51.33,44.53,
MG,3106507,Berilo,85.21,69.68,51.16,
MG,3106606,Bertópolis,87.59,71.47,63.98,
MG,3106655,Berizal,91.97,67.94,51.42,
MG,3106705,Betim,70.41,53.64,41.74,
MG,3106804,Bias Fortes,63.75,53.24,48.16,
MG,3106903,Bicas,56.47,51.5,46.74,
MG,3107000,Biquinhas,55.55,49.5,45.63,
MG,3107109,Boa Esperança,67.11,57.94,47.23,
MG,3107208,Bocaina de Minas,59.23,52.29,43.59,
MG,3107307,Bocaiúva,76.31,62.59,48.13,
MG,3107406,Bom Despacho,61.07,51.73,42.88,
MG,3107505,Bom Jardim de Minas,57.24,51.6,48.49,
MG,3107604,Bom Jesus da Penha,53.95,51.79,44.02,
MG,3107703,Bom Jesus do Amparo,70.78,61.97,48.37,
MG,3107802,Bom Jesus do Galho,75.81,61.44,51.5,
MG,3107901,Bom Repouso,58.69,50.63,42.82,
MG,3108008,Bom Sucesso,69.45,55.72,46.44,
MG,3108107,Bonfim,52.86,48.39,46.47,
MG,3108206,Bonfinópolis de Minas,74.14,61.32,49.92,
MG,3108255,Bonito de Minas,95.81,82.14,66.15,
MG,3108305,Borda da Mata,53.48,48.23,43.39,
MG,3108404,Botelhos,59.77,53.81,46.44,
MG,3108503,Botumirim,94.75,79.18,57.85,
MG,3108552,Brasilândia de Minas,77.24,67.46,53.08,
MG,3108602,Brasília de Minas,82.69,66.06,52.1,
MG,3108701,Brás Pires,77.6,65.33,53.49,
MG,3108800,Braúnas,69.75,67.17,58.58,
MG,3108909,Brasópolis,67.39,56.68,48.48,
MG,3109006,Brumadinho,57.18,52.05,42.29,
MG,3109105,Bueno Brandão,57.24,48.53,43.67,
MG,3109204,Buenópolis,78.29,66.42,49.13,
MG,3109253,Bugre,72.52,62.85,55.45,
MG,3109303,Buritis,80.06,63.53,54.4,
MG,3109402,Buritizeiro,88.88,67.6,52.27,
MG,3109451,Cabeceira Grande,74.51,61.97,52.84,
MG,3109501,Cabo Verde,59.84,51.91,41.02,
MG,3109600,Cachoeira da Prata,57.38,50.54,44.66,
MG,3109709,Cachoeira de Minas,59.89,51.02,47.4,
MG,3109808,Cachoeira Dourada,63.26,56.06,49.73,
MG,3109907,Caetanópolis,60.97,55.13,41.29,
MG,3110004,Caeté,61.07,50.24,44.85,
MG,3110103,Caiana,60.69,57.6,48.43,
MG,3110202,Cajuri,72.03,54.21,48.19,
MG,3110301,Caldas,54.82,49.1,44.56,
MG,3110400,Camacho,68.17,52.28,42.01,
MG,3110509,Camanducaia,59.04,49.43,43.4,
MG,3110608,Cambuí,55.93,48.25,42.3,
MG,3110707,Cambuquira,61.7,57.51,47.65,
MG,3110806,Campanário,68.11,67.68,56.52,
MG,3110905,Campanha,62.99,58.24,47.7,
MG,3111002,Campestre,54.05,50.2,44.54,
MG,3111101,Campina Verde,60.38,53.44,44.16,
MG,3111150,Campo Azul,89.2,74.85,62.08,
MG,3111200,Campo Belo,60.04,49.7,44.28,
MG,3111309,Campo do Meio,60.59,54.71,45.89,
MG,3111408,Campo Florido,57.84,52.93,47.9,
MG,3111507,Campos Altos,67.43,56.98,46.83,
MG,3111606,Campos Gerais,67.16,56.58,47.96,
MG,3111705,Canaã,72.93,57.53,44.9,
MG,3111804,Canápolis,50.95,50.82,41.18,
MG,3111903,Cana Verde,62.99,52.83,45.74,
MG,3112000,Candeias,56.41,50.79,42.53,
MG,3112059,Cantagalo,93.93,75.49,55.2,
MG,3112109,Caparaó,72.64,60.41,49.09,
MG,3112208,Capela Nova,52.25,52.97,48.18,
MG,3112307,Capelinha,87.3,72.15,53.85,
MG,3112406,Capetinga,60.72,54.25,48.87,
MG,3112505,Capim Branco,62.29,57,46.62,
MG,3112604,Capinópolis,58.38,50.32,46.17,
MG,3112653,Capitão Andrade,74.04,63.29,56.25,
MG,3112703,Capitão Enéas,87.1,74.61,56.45,
MG,3112802,Capitólio,50.62,45.77,41.26,
MG,3112901,Caputira,75.55,62,53.68,
MG,3113008,Caraí,95.51,78.23,65.39,
MG,3113107,Caranaíba,67.93,55.75,48.85,
MG,3113206,Carandaí,58.58,52.11,42.31,
MG,3113305,Carangola,59.59,54.7,46.12,
MG,3113404,Caratinga,65.75,54.09,47.02,
MG,3113503,Carbonita,83.91,71.06,51.53,
MG,3113602,Careaçu,60.09,50.44,48.92,
MG,3113701,Carlos Chagas,76.42,60.12,49.72,
MG,3113800,Carmésia,74.47,63.82,56.29,
MG,3113909,Carmo da Cachoeira,68.04,59.41,48.6,
MG,3114006,Carmo da Mata,60.56,53.3,47.15,
MG,3114105,Carmo de Minas,71.7,59.12,48.97,
MG,3114204,Carmo do Cajuru,59.71,52.17,44.46,
MG,3114303,Carmo do Paranaíba,58.11,49.76,43.91,
MG,3114402,Carmo do Rio Claro,64.25,52.14,43.49,
MG,3114501,Carmópolis de Minas,62.01,54.5,44.49,
MG,3114550,Carneirinho,61.6,51.48,43.19,
MG,3114600,Carrancas,64.89,58.52,49.32,
MG,3114709,Carvalhópolis,50.06,54.84,51.11,
MG,3114808,Carvalhos,62.56,54.37,42.29,
MG,3114907,Casa Grande,60.14,51.03,46.38,
MG,3115003,Cascalho Rico,47.53,47.8,48.65,
MG,3115102,Cássia,61.05,52.85,46.44,
MG,3115201,Conceição da Barra de Minas,66.08,52.66,44.94,
MG,3115300,Cataguases,56.54,49.42,42.3,
MG,3115359,Catas Altas,69.38,56.76,47.16,
MG,3115409,Catas Altas da Noruega,79.16,62.53,48.14,
MG,3115458,Catuji,100.09,79.44,61.83,
MG,3115474,Catuti,92.6,73.34,53.17,
MG,3115508,Caxambu,62.49,52.74,47.03,
MG,3115607,Cedro do Abaeté,59.86,53.82,53.16,
MG,3115706,Central de Minas,66.53,54.58,50.92,
MG,3115805,Centralina,61.22,50.07,46.76,
MG,3115904,Chácara,53.3,60.68,48.59,
MG,3116001,Chalé,75.02,60.79,48.2,
MG,3116100,Chapada do Norte,95.16,76.89,55.82,
MG,3116159,Chapada Gaúcha,94.3,83.77,59.79,
MG,3116209,Chiador,59.25,52.63,50.62,
MG,3116308,Cipotânea,76.47,63.87,48.42,
MG,3116407,Claraval,64.37,51.83,47.56,
MG,3116506,Claro dos Poções,76.33,59.09,48.21,
MG,3116605,Cláudio,61.72,53.92,43.22,
MG,3116704,Coimbra,61.85,54.87,48.72,
MG,3116803,Coluna,83.6,71.12,57.02,
MG,3116902,Comendador Gomes,60.65,50.45,44.34,
MG,3117009,Comercinho,82.69,67.31,58.54,
MG,3117108,Conceição da Aparecida,59.91,52.22,47.16,
MG,3117207,Conceição das Pedras,63.26,52.9,43.33,
MG,3117306,Conceição das Alagoas,55.65,51.1,43.21,
MG,3117405,Conceição de Ipanema,68.51,53.42,50.45,
MG,3117504,Conceição do Mato Dentro,85.3,75.75,58.11,
MG,3117603,Conceição do Pará,68.93,55.42,48.35,
MG,3117702,Conceição do Rio Verde,68.55,58.73,52.02,
MG,3117801,Conceição dos Ouros,58.5,53.1,45,
MG,3117836,Cônego Marinho,95.71,73.41,61.21,
MG,3117876,Confins,62.65,52.12,42.56,
MG,3117900,Congonhal,50.55,46.07,40.95,
MG,3118007,Congonhas,60.44,51.29,40.48,
MG,3118106,Congonhas do Norte,89.51,76.72,60.12,
MG,3118205,Conquista,59.13,52.64,44.09,
MG,3118304,Conselheiro Lafaiete,58.27,47.88,39.44,
MG,3118403,Conselheiro Pena,68.28,59.02,52.56,
MG,3118502,Consolação,56.55,54.17,52.02,
MG,3118601,Contagem,57.08,45.44,37.81,
MG,3118700,Coqueiral,67.53,57.7,48.81,
MG,3118809,Coração de Jesus,86.21,69.29,52.28,
MG,3118908,Cordisburgo,71.04,57.26,44.28,
MG,3119005,Cordislândia,61.6,58.44,50.72,
MG,3119104,Corinto,65.95,58.77,50.54,
MG,3119203,Coroaci,79.28,66.31,55.54,
MG,3119302,Coromandel,55.14,48.15,41.91,
MG,3119401,Coronel Fabriciano,59.48,49.25,42.69,
MG,3119500,Coronel Murta,88.77,68.99,53.93,
MG,3119609,Coronel Pacheco,54.34,51.75,43,
MG,3119708,Coronel Xavier Chaves,51.44,44.64,44.39,
MG,3119807,Córrego Danta,55.11,46.78,48.53,
MG,3119906,Córrego do Bom Jesus,56.22,51.15,47.31,
MG,3119955,Córrego Fundo,60.5,47.55,41.08,
MG,3120003,Córrego Novo,74.64,60.48,50.77,
MG,3120102,Couto de Magalhães de Minas,84.29,70.98,51.44,
MG,3120151,Crisólita,85.83,77.67,62.03,
MG,3120201,Cristais,60.88,50.39,46.21,
MG,3120300,Cristália,103.37,90.09,64.85,
MG,3120409,Cristiano Otoni,63.08,52.14,46.57,
MG,3120508,Cristina,62.76,54.01,45.34,
MG,3120607,Crucilândia,61.06,50.23,47.05,
MG,3120706,Cruzeiro da Fortaleza,60.88,57.63,50.96,
MG,3120805,Cruzília,57.78,57.26,46.92,
MG,3120839,Cuparaque,70.33,60.2,50.58,
MG,3120870,Curral de Dentro,86.54,72.88,58.99,
MG,3120904,Curvelo,63.5,56.56,46.41,
MG,3121001,Datas,83.34,74.39,53.67,
MG,3121100,Delfim Moreira,62.97,54.85,46.07,
MG,3121209,Delfinópolis,62.93,54.94,46.8,
MG,3121258,Delta,60.57,50.79,43.4,
MG,3121308,Descoberto,63.45,56.03,46.35,
MG,3121407,Desterro de Entre Rios,59.76,51.87,47.53,
MG,3121506,Desterro do Melo,66.04,55.12,44.12,
MG,3121605,Diamantina,76.88,63.91,46.35,
MG,3121704,Diogo de Vasconcelos,80.29,75.13,58.75,
MG,3121803,Dionísio,74.73,58.73,47,
MG,3121902,Divinésia,79.32,63.66,49.14,
MG,3122009,Divino,69.86,60.19,51.55,
MG,3122108,Divino das Laranjeiras,70.96,58.22,54.47,
MG,3122207,Divinolândia de Minas,79.58,75.69,54.07,
MG,3122306,Divinópolis,55.17,45.98,38.2,
MG,3122355,Divisa Alegre,88.68,70.93,57.33,
MG,3122405,Divisa Nova,70.32,63.44,52.86,
MG,3122454,Divisópolis,83.39,64.01,49.74,
MG,3122470,Dom Bosco,74.2,62.46,48.35,
MG,3122504,Dom Cavati,62.86,58.04,54.57,
MG,3122603,Dom Joaquim,83.3,73.49,57.74,
MG,3122702,Dom Silvério,60.65,53.95,50.57,
MG,3122801,Dom Viçoso,62.42,52.77,45.48,
MG,3122900,Dona Eusébia,58.34,54.39,44.5,
MG,3123007,Dores de Campos,49.28,45.71,39.94,
MG,3123106,Dores de Guanhães,76.97,67.5,56.56,
MG,3123205,Dores do Indaiá,58.76,53.47,50.69,
MG,3123304,Dores do Turvo,74.92,64.29,50.34,
MG,3123403,Doresópolis,51.89,44.54,42.72,
MG,3123502,Douradoquara,57.36,49,41.29,
MG,3123528,Durandé,80.32,66.83,52.89,
MG,3123601,Elói Mendes,58.91,51.09,46.41,
MG,3123700,Engenheiro Caldas,70.63,64.07,54.94,
MG,3123809,Engenheiro Navarro,81.7,63.7,49.94,
MG,3123858,Entre Folhas,73.92,60.09,52.07,
MG,3123908,Entre Rios de Minas,64.54,51.62,44.53,
MG,3124005,Ervália,75.6,59.49,46.35,
MG,3124104,Esmeraldas,65.78,61.78,50,
MG,3124203,Espera Feliz,63.12,55.93,46.88,
MG,3124302,Espinosa,89.78,67.43,50.2,
MG,3124401,Espírito Santo do Dourado,52.07,47.12,43.19,
MG,3124500,Estiva,57.85,49.04,42.89,
MG,3124609,Estrela Dalva,66.48,58.22,47.64,
MG,3124708,Estrela do Indaiá,60.18,51.33,49.17,
MG,3124807,Estrela do Sul,61.02,51.08,44.69,
MG,3124906,Eugenópolis,64.22,52.5,44.76,
MG,3125002,Ewbank da Câmara,59.44,53.79,45.75,
MG,3125101,Extrema,58.25,50.61,42.21,
MG,3125200,Fama,56.2,51.71,46.24,
MG,3125309,Faria Lemos,64.01,62.95,53.18,
MG,3125408,Felício dos Santos,85.96,78.58,62.26,
MG,3125507,São Gonçalo do Rio Preto,89.02,68.64,49.53,
MG,3125606,Felisburgo,82.68,71.31,60.9,
MG,3125705,Felixlândia,67.15,58.02,47.35,
MG,3125804,Fernandes Tourinho,71.57,67.08,53.03,
MG,3125903,Ferros,71.33,66.79,56.69,
MG,3125952,Fervedouro,77.04,59.69,51.2,
MG,3126000,Florestal,61.18,55.05,44.76,
MG,3126109,Formiga,56.51,47.81,40.5,
MG,3126208,Formoso,87.91,71.99,51.45,
MG,3126307,Fortaleza de Minas,56.64,52.43,46.04,
MG,3126406,Fortuna de Minas,62.98,55.03,49.21,
MG,3126505,Francisco Badaró,86.14,65.71,47.73,
MG,3126604,Francisco Dumont,84.69,71.95,54.09,
MG,3126703,Francisco Sá,78.75,65.28,50.75,
MG,3126752,Franciscópolis,101.35,81.58,60.62,
MG,3126802,Frei Gaspar,88.41,75.74,61.42,
MG,3126901,Frei Inocêncio,73.66,62.97,55.21,
MG,3126950,Frei Lagonegro,93.9,69.73,57.4,
MG,3127008,Fronteira,60.84,50.02,44.11,
MG,3127057,Fronteira dos Vales,83.5,66.56,59.58,
MG,3127073,Fruta de Leite,105.74,79.24,69.09,
MG,3127107,Frutal,55.75,48.49,40.73,
MG,3127206,Funilândia,73.47,61.47,52.49,
MG,3127305,Galiléia,73.48,59,53.21,
MG,3127339,Gameleiras,94.56,70.54,48.06,
MG,3127354,Glaucilândia,77.07,56.59,52.92,
MG,3127370,Goiabeira,66.67,59.89,48.85,
MG,3127388,Goianá,60.85,59.53,49.1,
MG,3127404,Gonçalves,59.81,53.16,46.78,
MG,3127503,Gonzaga,82.77,74.5,57.18,
MG,3127602,Gouveia,76.21,63.41,45.59,
MG,3127701,Governador Valadares,62.79,51.65,46.11,
MG,3127800,Grão Mogol,87.04,73.93,53.81,
MG,3127909,Grupiara,61.15,47.8,47.48,
MG,3128006,Guanhães,73.22,63.33,48.94,
MG,3128105,Guapé,63.14,52.93,44.39,
MG,3128204,Guaraciaba,76.86,56.67,48.55,
MG,3128253,Guaraciama,80.53,61.1,46.61,
MG,3128303,Guaranésia,63.28,56.04,43.58,
MG,3128402,Guarani,59.52,56.85,46.24,
MG,3128501,Guarará,63.27,54.81,47.54,
MG,3128600,Guarda-Mor,59.67,54.4,46.12,
MG,3128709,Guaxupé,59.95,51.11,41.53,
MG,3128808,Guidoval,61.75,57.98,46.55,
MG,3128907,Guimarânia,59.86,51.1,48.17,
MG,3129004,Guiricema,63.03,53.8,45.75,
MG,3129103,Gurinhatã,57.17,49.53,50.09,
MG,3129202,Heliodora,64.71,56.4,45.6,
MG,3129301,Iapu,68.08,60.26,50.65,
MG,3129400,Ibertioga,65.27,53.89,45.76,
MG,3129509,Ibiá,58.66,51.85,42.5,
MG,3129608,Ibiaí,91.45,76.64,54.04,
MG,3129657,Ibiracatu,97.99,81.45,60.04,
MG,3129707,Ibiraci,62.79,56.07,44.92,
MG,3129806,Ibirité,70.57,55.41,43.84,
MG,3129905,Ibitiúra de Minas,50.84,48.96,44.59,
MG,3130002,Ibituruna,67.56,60.64,52.69,
MG,3130051,Icaraí de Minas,98,78.52,53.6,
MG,3130101,Igarapé,68.59,57.44,46.56,
MG,3130200,Igaratinga,56.91,51.96,43.18,
MG,3130309,Iguatama,60.41,49.83,37.6,
MG,3130408,Ijaci,64.27,51.84,45.53,
MG,3130507,Ilicínea,60.04,56.98,47.85,
MG,3130556,Imbé de Minas,80.05,64.56,52.19,
MG,3130606,Inconfidentes,55.76,46.48,40.26,
MG,3130655,Indaiabira,83.68,73.72,55.89,
MG,3130705,Indianópolis,61.76,57.33,45.65,
MG,3130804,Ingaí,58.18,51.89,43.43,
MG,3130903,Inhapim,70.33,58.21,50.8,
MG,3131000,Inhaúma,68.89,56.05,45.56,
MG,3131109,Inimutaba,72.13,61.26,48.66,
MG,3131158,Ipaba,80.35,64.9,51.27,
MG,3131208,Ipanema,66.52,56.13,48.96,
MG,3131307,Ipatinga,62.32,45.7,38.85,
MG,3131406,Ipiaçu,59.27,51.64,46.1,
MG,3131505,Ipuiúna,53.39,46.37,40.14,
MG,3131604,Iraí de Minas,51.37,48.58,45.42,
MG,3131703,Itabira,63.41,49.79,41.18,
MG,3131802,Itabirinha de Mantena,71.48,56.77,49.81,
MG,3131901,Itabirito,60.77,49.9,41.24,
MG,3132008,Itacambira,79.51,62.32,48.81,
MG,3132107,Itacarambi,93.13,77.33,61.38,
MG,3132206,Itaguara,56.79,50.15,44.31,
MG,3132305,Itaipé,100.16,78.62,63.36,
MG,3132404,Itajubá,58.7,51.48,41.54,
MG,3132503,Itamarandiba,90.57,72.8,54.95,
MG,3132602,Itamarati de Minas,61.61,57.04,39.55,
MG,3132701,Itambacuri,80.26,72.76,60.68,
MG,3132800,Itambé do Mato Dentro,71.76,60.37,49.12,
MG,3132909,Itamogi,62.45,54.53,43.24,
MG,3133006,Itamonte,60.12,52.22,42.19,
MG,3133105,Itanhandu,55.47,48.6,42.01,
MG,3133204,Itanhomi,71.1,61.6,52.08,
MG,3133303,Itaobim,84.54,66.79,56.49,
MG,3133402,Itapagipe,54.78,47.59,37.29,
MG,3133501,Itapecerica,61.54,53.19,45.64,
MG,3133600,Itapeva,57.25,50.13,42.85,
MG,3133709,Itatiaiuçu,65.83,55.48,47.06,
MG,3133758,Itaú de Minas,53.34,48.64,41.82,
MG,3133808,Itaúna,55.52,47.89,39.22,
MG,3133907,Itaverava,75.85,61.76,50.55,
MG,3134004,Itinga,87.77,73.24,61.89,
MG,3134103,Itueta,61.42,53.79,49.18,
MG,3134202,Ituiutaba,53.8,48.8,43.71,
MG,3134301,Itumirim,62.05,53.74,44.79,
MG,3134400,Iturama,57.45,49.99,41.35,
MG,3134509,Itutinga,58.68,52.88,43.54,
MG,3134608,Jaboticatubas,72.26,59.45,50.77,
MG,3134707,Jacinto,79.8,63.45,56.02,
MG,3134806,Jacuí,61.25,53.59,47.5,
MG,3134905,Jacutinga,59.8,52.02,42.89,
MG,3135001,Jaguaraçu,72.42,52.76,44.31,
MG,3135050,Jaíba,95.92,70.41,53.15,
MG,3135076,Jampruca,86.66,72.56,59.44,
MG,3135100,Janaúba,79.44,62.41,48.38,
MG,3135209,Januária,90.66,73.29,56.81,
MG,3135308,Japaraíba,69.74,51.73,43.71,
MG,3135357,Japonvar,95.41,77.63,53.13,
MG,3135407,Jeceaba,55.31,49.04,44.02,
MG,3135456,Jenipapo de Minas,93.89,79.18,54.63,
MG,3135506,Jequeri,77.74,61.48,51.1,
MG,3135605,Jequitaí,86.55,69.54,50.39,
MG,3135704,Jequitibá,80.61,62.87,48.94,
MG,3135803,Jequitinhonha,80.03,64.16,61.26,
MG,3135902,Jesuânia,65.15,55.28,44.35,
MG,3136009,Joaíma,83.22,72.92,63.52,
MG,3136108,Joanésia,60.63,58.6,54.73,
MG,3136207,João Monlevade,55.55,47.01,42.24,
MG,3136306,João Pinheiro,70.86,59.62,47.48,
MG,3136405,Joaquim Felício,76.37,64.28,49.48,
MG,3136504,Jordânia,81.06,70.38,56.09,
MG,3136520,José Gonçalves de Minas,103.21,82.87,52.22,
MG,3136553,José Raydan,81.34,69.63,58.21,
MG,3136579,Josenópolis,100.76,89.27,69.3,
MG,3136603,Nova União,72.03,56.35,47,
MG,3136652,Juatuba,68.98,56.73,45.34,
MG,3136702,Juiz de Fora,52.04,46.57,39.65,
MG,3136801,Juramento,77.84,61.87,49.89,
MG,3136900,Juruaia,67.89,57.18,43.22,
MG,3136959,Juvenília,103.75,74.55,58.47,
MG,3137007,Ladainha,96.48,80.09,66.95,
MG,3137106,Lagamar,57.28,47.59,44.73,
MG,3137205,Lagoa da Prata,58.52,51.07,41.62,
MG,3137304,Lagoa dos Patos,92.97,67.44,52.97,
MG,3137403,Lagoa Dourada,65.79,53.6,46.62,
MG,3137502,Lagoa Formosa,57.27,49.2,44.56,
MG,3137536,Lagoa Grande,66.57,53.92,46.84,
MG,3137601,Lagoa Santa,63.34,51.6,42.7,
MG,3137700,Lajinha,76.35,60.46,49.67,
MG,3137809,Lambari,58.76,52.45,47.29,
MG,3137908,Lamim,69.85,55.55,53.76,
MG,3138005,Laranjal,60.63,48.22,42.24,
MG,3138104,Lassance,81.89,68.4,54.86,
MG,3138203,Lavras,58.13,49.18,40.34,
MG,3138302,Leandro Ferreira,66.84,56.88,48.52,
MG,3138351,Leme do Prado,89.53,69.68,50.97,
MG,3138401,Leopoldina,60.12,51.53,45.49,
MG,3138500,Liberdade,60.39,51.03,47.35,
MG,3138609,Lima Duarte,59.35,52.91,46.25,
MG,3138625,Limeira do Oeste,67.02,51.86,41.92,
MG,3138658,Lontra,85.18,69.83,54.02,
MG,3138674,Luisburgo,73.36,61.88,51.53,
MG,3138682,Luislândia,90.58,73.99,59.24,
MG,3138708,Luminárias,59.2,51.14,46.83,
MG,3138807,Luz,59.6,51.47,43.16,
MG,3138906,Machacalis,87.5,63.1,58.08,
MG,3139003,Machado,63.35,53.22,45.15,
MG,3139102,Madre de Deus de Minas,61.03,54.96,44.85,
MG,3139201,Malacacheta,88.28,74.05,58.13,
MG,3139250,Mamonas,77.99,58.03,47.79,
MG,3139300,Manga,94.86,76.93,63.26,
MG,3139409,Manhuaçu,67.07,55.92,47.85,
MG,3139508,Manhumirim,64.53,58.55,50.29,
MG,3139607,Mantena,68.27,54.38,49.04,
MG,3139706,Maravilhas,58.95,56.19,44.31,
MG,3139805,Mar de Espanha,58.12,55.16,45.05,
MG,3139904,Maria da Fé,63.89,57.54,46.1,
MG,3140001,Mariana,70.4,55.63,41.85,
MG,3140100,Marilac,86.61,75.83,60.05,
MG,3140159,Mário Campos,72.18,59.98,46.46,
MG,3140209,Maripá de Minas,53.28,50.73,46.66,
MG,3140308,Marliéria,73.27,58.71,52.45,
MG,3140407,Marmelópolis,69,60.09,44.36,
MG,3140506,Martinho Campos,66.12,57.64,46.9,
MG,3140530,Martins Soares,69.34,59.87,49.28,
MG,3140555,Mata Verde,84.76,69.13,55.89,
MG,3140605,Materlândia,84.37,72.21,60.38,
MG,3140704,Mateus Leme,66.56,53.71,46.68,
MG,3140803,Matias Barbosa,56.34,49.15,43.37,
MG,3140852,Matias Cardoso,110.33,86.74,62.29,
MG,3140902,Matipó,76.5,63.78,54.96,
MG,3141009,Mato Verde,76.94,59.76,45.28,
MG,3141108,Matozinhos,66.1,52.34,42.17,
MG,3141207,Matutina,57.9,48.53,48.14,
MG,3141306,Medeiros,49.07,49.43,44.89,
MG,3141405,Medina,81.51,66.64,58.21,
MG,3141504,Mendes Pimentel,71.58,57.9,49.86,
MG,3141603,Mercês,62.85,57.5,48.79,
MG,3141702,Mesquita,70.2,58.5,51.46,
MG,3141801,Minas Novas,96.07,79.11,54.31,
MG,3141900,Minduri,67.49,57,45.62,
MG,3142007,Mirabela,80.85,69.69,53.13,
MG,3142106,Miradouro,72.64,58.58,46.9,
MG,3142205,Miraí,64.3,57.76,45.59,
MG,3142254,Miravânia,94.13,79.85,63.11,
MG,3142304,Moeda,67.17,56.7,53.89,
MG,3142403,Moema,57.78,48.7,43.99,
MG,3142502,Monjolos,79.55,62.92,52.75,
MG,3142601,Monsenhor Paulo,60.91,51.24,44.85,
MG,3142700,Montalvânia,87.63,70.86,58.04,
MG,3142809,Monte Alegre de Minas,59.71,52.67,45.32,
MG,3142908,Monte Azul,81.19,61.45,46.44,
MG,3143005,Monte Belo,61.18,53.73,43.8,
MG,3143104,Monte Carmelo,57.23,48.4,41.08,
MG,3143153,Monte Formoso,93.38,85.96,74.64,
MG,3143203,Monte Santo de Minas,61.26,54.43,46.48,
MG,3143302,Montes Claros,67.65,52.17,41.96,
MG,3143401,Monte Sião,51.13,48.41,39.4,
MG,3143450,Montezuma,86.5,73.75,56.94,
MG,3143500,Morada Nova de Minas,61.35,56.53,47.2,
MG,3143609,Morro da Garça,80.92,62.55,51.48,
MG,3143708,Morro do Pilar,76.05,64.26,53.82,
MG,3143807,Munhoz,67.37,55.66,44.14,
MG,3143906,Muriaé,61.68,50.45,42.13,
MG,3144003,Mutum,73.64,58.23,50.4,
MG,3144102,Muzambinho,60.31,51.58,43.55,
MG,3144201,Nacip Raydan,80.72,71.35,61.25,
MG,3144300,Nanuque,72.3,56.86,50.91,
MG,3144359,Naque,74.96,66.85,50.9,
MG,3144375,Natalândia,73.84,61.18,50.39,
MG,3144409,Natércia,51.11,49.66,44.7,
MG,3144508,Nazareno,61.07,52.29,47.51,
MG,3144607,Nepomuceno,67.01,54.1,46.14,
MG,3144656,Ninheira,81.54,65.71,54.49,
MG,3144672,Nova Belém,77.11,60.59,50.43,
MG,3144706,Nova Era,66.38,54.71,45.73,
MG,3144805,Nova Lima,59.4,45.81,37.78,
MG,3144904,Nova Módica,88.44,65.72,57.65,
MG,3145000,Nova Ponte,53.93,52.12,43.52,
MG,3145059,Nova Porteirinha,80.83,64.24,48.67,
MG,3145109,Nova Resende,63.36,53.52,44.74,
MG,3145208,Nova Serrana,53.89,47.08,38.04,
MG,3145307,Novo Cruzeiro,89.88,79.03,63.84,
MG,3145356,Novo Oriente de Minas,89.29,74.22,61.29,
MG,3145372,Novorizonte,89.95,72.21,61.66,
MG,3145406,Olaria,58.43,52.28,45.29,
MG,3145455,Olhos-d'Água,90.18,70.47,54.17,
MG,3145505,Olímpio Noronha,64.34,52.96,47.44,
MG,3145604,Oliveira,57.98,51.28,43.9,
MG,3145703,Oliveira Fortes,57.73,52.78,43.45,
MG,3145802,Onça de Pitangui,68.73,54.98,53.98,
MG,3145851,Oratórios,77.56,58.57,48.63,
MG,3145877,Orizânia,75.73,63.55,52.07,
MG,3145901,Ouro Branco,67.67,51.03,36.23,
MG,3146008,Ouro Fino,55.43,50.27,44.41,
MG,3146107,Ouro Preto,62.16,51.57,42.43,
MG,3146206,Ouro Verde de Minas,100.33,76.54,61.94,
MG,3146255,Padre Carvalho,112.17,87.89,61.47,
MG,3146305,Padre Paraíso,84.8,73.35,62.48,
MG,3146404,Paineiras,58.01,49.47,45.95,
MG,3146503,Pains,56.39,49.59,44.55,
MG,3146552,Pai Pedro,94.5,71.48,53.73,
MG,3146602,Paiva,57.16,50.32,45.61,
MG,3146701,Palma,64.85,53.73,46.95,
MG,3146750,Palmópolis,90.87,63.77,56.81,
MG,3146909,Papagaios,56.67,61.87,47.79,
MG,3147006,Paracatu,73.39,61.77,45.95,
MG,3147105,Pará de Minas,59.98,51.07,41.27,
MG,3147204,Paraguaçu,63.41,55.22,44.85,
MG,3147303,Paraisópolis,59.94,52.81,44.98,
MG,3147402,Paraopeba,63.95,55.61,43.62,
MG,3147501,Passabém,75.5,62.85,48.53,
MG,3147600,Passa Quatro,61.89,51.7,43.74,
